ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0030811,regulation of nucleotide catabolic process,17/3235,51/18888,0.003680394,0.021831588,0.015816139,ZBTB7A/INSR/PRKACA/APP/GIT1/IER3/EIF6/PRKAA1/EP300/STAT3/SLC4A1/PRKAG1/GPD1/PRKAA2/ARL2/DDIT4/CBFA2T3,17
GO:0033121,regulation of purine nucleotide catabolic process,17/3235,51/18888,0.003680394,0.021831588,0.015816139,ZBTB7A/INSR/PRKACA/APP/GIT1/IER3/EIF6/PRKAA1/EP300/STAT3/SLC4A1/PRKAG1/GPD1/PRKAA2/ARL2/DDIT4/CBFA2T3,17
GO:0061097,regulation of protein tyrosine kinase activity,17/3235,51/18888,0.003680394,0.021831588,0.015816139,DUSP22/PRNP/DLG4/ERRFI1/NEDD9/TSG101/APP/ABI1/UNC119/SRC/VPS25/PTPN1/LRP8/RELN/CBL/EFNA1/AGT,17
GO:0019216,regulation of lipid metabolic process,75/3235,326/18888,0.003703789,0.0219493,0.015901416,TRIB3/DGKQ/LPCAT1/AKR1C3/TNFRSF1A/LPCAT3/ID2/ADM/LDLR/SREBF1/ASAH1/UBR4/WDTC1/EPHX2/MTMR3/EIF6/PPARD/MID1IP1/SIRT2/ORMDL3/THRA/AKT2/ZMPSTE24/PRKAA1/CHP1/SREBF2/STAT5B/CEACAM1/TSPO/HNF4A/APOC1/F2/SCAP/DHH/NR1H2/ELOVL5/MBOAT7/IGFBP7/PCK1/MTMR4/RORA/SF1/KAT5/SIRT1/DCAF5/NCOA2/PSAP/SOX9/RDH10/SCARB2/MBTPS1/CCN1/SERPINA3/IGF1R/ERLIN1/ATP1A1/APOA5/INSIG2/SORL1/NR5A1/MACROH2A1/EGR1/CD74/CERS2/TAFAZZIN/INSIG1/PDK1/TBL1XR1/FGFR4/DNAJC19/ADIPOR1/IDH1/PPP2R5A/PROX1/ACSL3,75
GO:0006301,postreplication repair,13/3235,35/18888,0.003713991,0.021967633,0.015914698,PCNA/MAD2L2/POLDIP2/VCP/UBE2V2/UBE2V1/POLD1/USP1/PCLAF/USP10/UBE2N/REV1/UBE2B,13
GO:0032872,regulation of stress-activated MAPK cascade,13/3235,35/18888,0.003713991,0.021967633,0.015914698,MAPK1/TAOK1/TAOK2/MAPK3/FOXO1/NBR1/MAP2K1/SEMA4C/TAOK3/MYC/KLHDC10/PDCD10/STK25,13
GO:0033209,tumor necrosis factor-mediated signaling pathway,32/3235,117/18888,0.003729747,0.022039738,0.015966935,SPPL2B/PIAS4/JAK2/TNFRSF1A/ILK/EIF5A/TP53/TNFRSF1B/TMSB4X/RRAGA/TNFRSF19/PTK2B/LAPTM5/PPP2CB/HSPA1B/NFKBIA/CPNE1/ACTN4/UBE2K/SPATA2/RELA/DICER1/BIRC2/FOXO3/LIMS1/GAS6/HIPK1/XIAP/ULK1/TRAF2/TNFAIP3/MAPKAPK2,32
GO:0050810,regulation of steroid biosynthetic process,24/3235,81/18888,0.003747404,0.022101818,0.01601191,DGKQ/AKR1C3/LPCAT3/ADM/SREBF1/ASAH1/PRKAA1/SREBF2/TSPO/SCAP/DHH/IGFBP7/SF1/SIRT1/MBTPS1/IGF1R/ERLIN1/ATP1A1/INSIG2/NR5A1/EGR1/INSIG1/FGFR4/PROX1,24
GO:0097061,dendritic spine organization,24/3235,81/18888,0.003747404,0.022101818,0.01601191,DVL1/PRNP/INSR/DLG4/NEDD9/CDC42/EEF2K/UBE3A/CAPRIN1/VPS35/ZMYND8/HDAC6/SHANK3/LRP8/CFL1/CTTN/BAIAP2/LGMN/PDLIM5/IGF1R/RELN/EFNA1/DBN1/ARF1,24
GO:0001881,receptor recycling,16/3235,47/18888,0.003767225,0.022197539,0.016081256,CTSD/PLEKHJ1/PEX5/LDLR/PEX6/ARFGEF2/PTPN1/EPS15/PCSK9/ARAP1/TBC1D16/LMTK2/PHETA1/AP1AR/SORL1/SCRIB,16
GO:0050863,regulation of T cell activation,86/3235,382/18888,0.003776438,0.02223063,0.016105229,SOX12/DUSP22/DOCK8/AP3D1/IGF2/CD81/PDPK1/DNAJA3/PRNP/JAK2/TNFSF9/TWSG1/TYK2/SMARCA4/SOCS1/TNFRSF1B/JUNB/PRDX2/BRD4/FGL1/BMI1/ARID1A/XBP1/FLOT2/SLC7A1/SPN/TGFBR2/LAPTM5/BRD2/ITCH/RUNX1/SRC/SOS1/ERBB2/RARA/CTNNB1/KAT2A/STAT5B/DUSP3/B2M/SDC4/MDK/AMBRA1/TNFRSF21/SMARCC1/SMAD7/SMARCD1/CEBPB/PBRM1/SELENOK/IL6ST/SMARCC2/PCK1/SMARCD2/CCDC88B/KAT5/ARG2/PRKAR1A/EFNB1/FADD/CD276/CSK/ZMIZ1/BCL10/FOXO3/ZC3H8/RC3H2/CYRIB/ABL1/NRARP/NDFIP1/SCRIB/CD74/SLC4A2/ZBTB7B/ARID1B/SPTA1/PHF10/ABL2/CASP3/BCL6/TFRC/HSPD1/SOX13/CD55/CD46,86
GO:0070918,regulatory ncRNA processing,21/3235,68/18888,0.003785738,0.022264172,0.016129529,TP53/ZC3H7A/DGCR8/PUM2/HNRNPA2B1/PUM1/TRIM71/AGO4/AGO1/ZMPSTE24/ZC3H7B/STAT3/SMAD3/DICER1/SRRT/TSN/SPOUT1/AGO2/MECP2/ADAR/TSNAX,21
GO:0030149,sphingolipid catabolic process,14/3235,39/18888,0.003799891,0.022326165,0.016174441,SUMF1/ASAH1/NEU1/GLB1/GBA2/PPT1/ASAH2B/VPS54/SGPL1/HEXA/SCARB2/SMPD4/GM2A/NEU4,14
GO:0045740,positive regulation of DNA replication,15/3235,43/18888,0.003811839,0.02233268,0.016179161,PCNA/CTC1/WEE1/CDKN1B/CDC42/BRPF3/CDKN1A/FGFR1/CDC25A/ATF1/CDK2/CDK1/E2F7/CDT1/CIZ1,15
GO:1900077,negative regulation of cellular response to insulin stimulus,15/3235,43/18888,0.003811839,0.02233268,0.016179161,KANK1/TSC2/LONP1/SOCS1/PIP4K2A/PRKCB/PIP4K2B/PRKAA1/PTPN1/GRB10/PIP4K2C/RELA/ZNF592/ENPP1/AHSG,15
GO:2000403,positive regulation of lymphocyte migration,15/3235,43/18888,0.003811839,0.02233268,0.016179161,DOCK8/WNK1/NEDD9/APP/PTK2B/SPN/OXSR1/SELENOK/ADAM10/FADD/ABL1/MED23/CD99L2/ABL2/CCL20,15
GO:0007584,response to nutrient,42/3235,164/18888,0.003815753,0.022334443,0.016180437,TYMS/AKR1C3/KANK2/GATA4/MTHFR/SREBF1/FOXA2/PRKCB/XBP1/C2/AQP3/USF2/PIM1/MED1/RARA/TSPO/SRF/CD40/SCAP/GNAI2/ITGA2/TRIM25/TFAM/RELA/MDM2/MAP1B/SNW1/ARSB/SPP1/GCLM/APAF1/IGF1R/ABCA1/SLC16A1/GAS6/TRIM24/CSNK1A1/ENSA/SOD2/PLD1/STC2/TFRC,42
GO:0048639,positive regulation of developmental growth,43/3235,169/18888,0.003920599,0.022926417,0.0166093,AGRN/IGF2/SLC23A2/INSR/PEX5/EIF4G2/CDKL5/PUM2/CYFIP1/WT1/PPARD/MAPK14/NIPBL/PIM1/FGFR1/MACF1/STAT5B/SRF/VEGFA/SMAD7/ADNP/BBS2/NEDD4L/CDK1/PPIB/IST1/MAP1B/LIMK1/SEMA7A/RNF157/BMPR1A/TGFBR3/ZFYVE27/YAP1/CSF1/NOTCH1/MECP2/GDI1/EZR/BMPR2/PROX1/FN1/VIL1,43
GO:0006022,aminoglycan metabolic process,33/3235,122/18888,0.003940454,0.023020744,0.016677636,B3GALT6/ITIH2/HS3ST3B1/GLB1/UGDH/ST3GAL3/EXT2/SLC35B2/B4GALT5/AP2A1/CLTC/B3GNT2/B3GAT3/GNS/GUSB/B4GAT1/B3GNT9/CLN6/ST3GAL2/CEMIP2/HEXA/SGSH/HS2ST1/CHSY1/B4GALT4/B3GNT4/CHST15/ST3GAL4/CHST13/ST3GAL1/CHST2/NDST1/CHPF,33
GO:0000302,response to reactive oxygen species,50/3235,203/18888,0.004036512,0.023559663,0.017068062,CRK/PCNA/NET1/PEX5/KDM6B/PRDX2/TXNRD2/SDC1/RHOB/MAPK1/UBE3A/PTK2B/MAPK3/PPP2CB/AQP1/ADPRS/SRC/PCGF2/PRKAA1/MAPK8/HDAC6/ZNF580/STAT6/JUN/CDK1/RELA/FOSL1/SIRT1/MDM2/PPIF/STK24/BTK/COA8/FOXO3/FER/MET/PRDX3/PTPRK/AIFM1/ABL1/BNIP3/TNFAIP3/TXNIP/AGAP3/SOD2/PDCD10/ECT2/NFE2L2/CASP3/STK25,50
GO:0062014,negative regulation of small molecule metabolic process,31/3235,113/18888,0.004058802,0.023667411,0.017146122,TRIB3/AKR1C3/TP53/USP7/PRKACA/UBR4/WDTC1/GIT1/IER3/MTCL2/EP300/KAT2A/STAT3/CEACAM1/TSPO/SLC4A1/APOC1/SCAP/SIRT1/DCAF5/SOX9/DDIT4/CBFA2T3/ERLIN1/CRY1/TCF7L2/INSIG2/CLK2/INSIG1/PROX1/PARP1,31
GO:0007039,protein catabolic process in the vacuole,Oct-35,24/18888,0.004075681,0.023676492,0.0171527,CD81/TPP1/LDLR/MGAT3/VPS35/LRP1/LAPTM4B/RNF128/LAMP2/DPP7,10
GO:0035162,embryonic hemopoiesis,Oct-35,24/18888,0.004075681,0.023676492,0.0171527,TGFBR2/MED1/ATF4/VEGFA/STK4/TAL1/GATA1/ZFPM1/KMT2A/GATA2,10
GO:0061615,glycolytic process through fructose-6-phosphate,Oct-35,24/18888,0.004075681,0.023676492,0.0171527,PFKP/FOXK1/TPI1/ENO2/PRKACA/SLC4A1/PFKL/PKM/HK2/FOXK2,10
GO:0070841,inclusion body assembly,Oct-35,24/18888,0.004075681,0.023676492,0.0171527,CDC34/DNAJB1/UBD/HSPA1B/VCP/HDAC6/PSMC6/SORL1/DNAJB6/DNAJB2,10
GO:0006878,intracellular copper ion homeostasis,Aug-35,17/18888,0.004117361,0.023784491,0.017230941,PRNP/SCO1/APP/ATP7B/MT2A/SLC31A1/ABCB6/ARF1,8
GO:0032905,transforming growth factor beta1 production,Aug-35,17/18888,0.004117361,0.023784491,0.017230941,THBS1/ATP6AP2/CD2AP/CX3CL1/TSKU/FURIN/LAPTM4B/AGT,8
GO:0038083,peptidyl-tyrosine autophosphorylation,Aug-35,17/18888,0.004117361,0.023784491,0.017230941,PTK2B/MAPK3/DDR1/DYRK1A/VEGFA/AATK/IGF1R/ABL1,8
GO:0071816,tail-anchored membrane protein insertion into ER membrane,Aug-35,17/18888,0.004117361,0.023784491,0.017230941,GET4/SGTA/EMC1/BAG6/EMC4/EMC10/EMC8/UBL4A,8
GO:1902170,cellular response to reactive nitrogen species,Aug-35,17/18888,0.004117361,0.023784491,0.017230941,CRK/AQP1/FOXO1/CDK2/STAT6/AIFM1/TRAF2/CFLAR,8
GO:1904294,positive regulation of ERAD pathway,Aug-35,17/18888,0.004117361,0.023784491,0.017230941,TMEM259/SGTA/WFS1/RNF185/BAG6/HERPUD1/UBQLN1/NFE2L2,8
GO:0051851,modulation by host of symbiont process,25/3235,86/18888,0.004136579,0.023856086,0.017282809,TBC1D20/ZBED1/TFAP4/TARDBP/SMARCA4/ROCK2/ZDHHC8/ZDHHC20/CDC42/HPN/EIF2AK4/EP300/RRP1B/CCNT1/SP1/JUN/PPIB/CFL1/HMGA2/SNW1/FASN/CDK9/IGF2R/SAP30/NUCKS1,25
GO:0009408,response to heat,29/3235,104/18888,0.004140319,0.023856086,0.017282809,PDCD6/YWHAE/CREBBP/DNAJA3/MAP2K7/PRKACA/DNAJB1/RBBP7/NF1/MICA/HSPA1B/DNAJA1/VCP/CDKN1A/THBS1/EP300/DNAJC7/HDAC6/SIRT1/DNAJB4/HSBP1/CHORDC1/HSP90AA1/LRP11/IRAK1/DNAJB6/IER5/TPR/MAPKAPK2,29
GO:2001056,positive regulation of cysteine-type endopeptidase activity,34/3235,127/18888,0.004141333,0.023856086,0.017282809,PDCD6/CTSD/ATP2A3/JAK2/DAP/DLC1/PPM1F/TBC1D10A/LAPTM5/VCP/MTCH1/DDX3X/GRAMD4/BBC3/BAX/ASPH/SMAD3/SIRT1/FADD/BCL10/EIF2AK3/LGMN/ANP32B/APAF1/GSN/DIABLO/FAM162A/MYC/AIFM1/PERP/CASP2/PDCD2/HSPD1/HSPE1,34
GO:0043113,receptor clustering,19/3235,60/18888,0.00422053,0.024267067,0.017580549,AGRN/DVL1/CRK/CD81/RER1/DNAJA3/DLG4/NLGN2/CRKL/CDH2/LRP4/GRIPAP1/SHANK3/MESD/FARP1/RELN/GSN/SCRIB/FLNA,19
GO:0071168,protein localization to chromatin,19/3235,60/18888,0.00422053,0.024267067,0.017580549,PIAS4/JARID2/PLK1/BRD2/VCP/NIPBL/PPHLN1/SETD2/ZMYND8/SPI1/CTCFL/WBP2/WAPL/RAD21/CDK9/BRD3/MACROH2A1/MRNIP/PARP1,19
GO:0034614,cellular response to reactive oxygen species,39/3235,151/18888,0.004428609,0.025439809,0.018430155,PCNA/NET1/PEX5/KDM6B/PRDX2/RHOB/MAPK1/MAPK3/AQP1/ADPRS/SRC/PCGF2/PRKAA1/MAPK8/HDAC6/ZNF580/STAT6/JUN/CDK1/RELA/SIRT1/MDM2/PPIF/BTK/FOXO3/FER/MET/PRDX3/PTPRK/AIFM1/ABL1/BNIP3/TNFAIP3/AGAP3/SOD2/PDCD10/ECT2/NFE2L2/STK25,39
GO:0043087,regulation of GTPase activity,69/3235,298/18888,0.004435527,0.025455886,0.018441802,TBC1D20/DOCK8/WNK1/AGRN/ARHGAP45/CRK/APC2/RHOG/NET1/RIC1/TBC1D14/NDEL1/RALBP1/PIN1/EPHA2/RCC2/SMCR8/CDKL5/RAP1GAP/STMN1/TBC1D10A/TBC1D10B/NF1/ARHGAP11A/ITGB1/RGP1/TBC1D22B/RALGAPB/SOS1/SGSM3/RANGAP1/RASGEF1A/RRP1B/CD40/LRCH1/CX3CL1/RASGRP2/ARL2/MTSS2/ARAP1/TBC1D16/PICALM/PLXNC1/MAP4K4/CORO1C/LIMS1/MET/DAB2IP/RABGAP1/TMED2/PLXNA1/TBC1D13/PLXND1/RALGDS/VAV2/GPSM1/SCRIB/AGAP3/PIP5K1A/PBXIP1/PKP4/ITGA6/ECT2/RALGPS2/DVL3/RAB3GAP2/CCL20/SH3BP4/AGAP1,69
GO:0006304,DNA modification,28/3235,100/18888,0.004494223,0.025638866,0.018574364,MBD3/SMCHD1/USP7/ATF7IP/GATAD2A/BMI1/PRMT5/MIS18A/WT1/DNMT3B/ZMPSTE24/MBD1/TMT1A/BAZ2A/MTA2/TET1/TET3/NEIL1/ASCC3/KMT2E/UNG/KMT2A/MBD4/EXOSC4/MECP2/HNRNPAB/PARP1/ARID4B,28
GO:0006493,protein O-linked glycosylation,28/3235,100/18888,0.004494223,0.025638866,0.018574364,B3GALT6/C1GALT1/POFUT1/TRAK1/ST3GAL3/FKRP/B4GALT5/GCNT3/B3GNT2/VEGFB/B4GAT1/B3GNT9/TET1/ST3GAL2/TET3/POMT2/PGM3/TMTC3/GALNT12/PLOD3/OGA/B3GNT4/ST3GAL4/POMT1/ST3GAL1/GALNT11/ST6GAL1/GALNT2,28
GO:0072163,mesonephric epithelium development,28/3235,100/18888,0.004494223,0.025638866,0.018574364,PKD1/ILK/HS3ST3B1/CRLF1/TMEM59L/SDC1/LGR4/WT1/FGFR1/RARA/CTNNB1/VEGFA/SDC4/SMAD7/SMAD4/MAGED1/LAMA5/SMAD3/ARG2/SOX9/HS2ST1/PTCH1/LZTS2/SPRY1/MYC/GPC3/SMAD5/AGT,28
GO:0072164,mesonephric tubule development,28/3235,100/18888,0.004494223,0.025638866,0.018574364,PKD1/ILK/HS3ST3B1/CRLF1/TMEM59L/SDC1/LGR4/WT1/FGFR1/RARA/CTNNB1/VEGFA/SDC4/SMAD7/SMAD4/MAGED1/LAMA5/SMAD3/ARG2/SOX9/HS2ST1/PTCH1/LZTS2/SPRY1/MYC/GPC3/SMAD5/AGT,28
GO:0022900,electron transport chain,44/3235,175/18888,0.004497046,0.025638866,0.018574364,SDHA/SLC25A22/NDUFS7/IDH3B/MYBBP1A/GLDC/NDUFA4/DHRS3/AKR7A2/PUM2/UQCRC2/DHRS2/GSR/COX6B1/COX7A2L/GPD1/CHCHD2/CDK1/SDHAF2/ASPH/VPS54/COX8A/GPX2/NDUFV1/THAP11/CCNB1/COX7A2/POR/ETFA/NDUFC2/ADH5/DLD/ISCU/COX6A1/AKR1B1/NDUFC1/PLEC/CYC1/TAFAZZIN/SOD2/NDUFS2/SDHC/DEGS1/NDUFA10,44
GO:1900542,regulation of purine nucleotide metabolic process,26/3235,91/18888,0.004513447,0.025638866,0.018574364,ANTKMT/ZBTB7A/INSR/TP53/TMSB4X/PRKACA/APP/GIT1/IER3/VCP/EIF6/PRKAA1/EP300/STAT3/TSPO/SLC4A1/PRKAG1/GPD1/PRKAA2/ARL2/DDIT4/CBFA2T3/MACROH2A1/TAFAZZIN/PDK1/PARP1,26
GO:0001702,gastrulation with mouth forming second,Nov-35,28/18888,0.004517186,0.025638866,0.018574364,FOXA2/ACVR2B/ETS2/UGDH/CTNNB1/SRF/SMAD4/PLPP3/LRP5/FRS2/ACVR1,11
GO:0035308,negative regulation of protein dephosphorylation,Nov-35,28/18888,0.004517186,0.025638866,0.018574364,YWHAE/FKBP1A/ROCK2/PPP1R8/YWHAB/PPP1R15A/ARPP19/PTPA/MGAT5/ENSA/BOD1,11
GO:0060966,regulation of gene silencing by regulatory ncRNA,Nov-35,28/18888,0.004517186,0.025638866,0.018574364,TP53/ELAVL1/DGCR8/PUM2/PUM1/TRIM71/ZFP36/ZMPSTE24/STAT3/MECP2/ADAR,11
GO:0070199,establishment of protein localization to chromosome,Nov-35,28/18888,0.004517186,0.025638866,0.018574364,CCT5/NIPBL/SPIDR/CCT6A/CTCFL/CCT7/WBP2/MACROH2A1/DKC1/CCT3/TCP1,11
GO:1904357,negative regulation of telomere maintenance via telomere lengthening,Nov-35,28/18888,0.004517186,0.025638866,0.018574364,TP53/CTC1/HNRNPC/SRC/TENT4B/HNRNPA1/TERF2/TNKS2/DCP2/PARP1/HNRNPU,11
GO:2000819,regulation of nucleotide-excision repair,Nov-35,28/18888,0.004517186,0.025638866,0.018574364,SMARCA4/ARID1A/SMARCC1/SMARCD1/PBRM1/SMARCC2/SMARCD2/DPF2/CUL4A/ARID1B/PHF10,11
GO:0007030,Golgi organization,40/3235,156/18888,0.004564536,0.025836442,0.0187175,TBC1D20/GAK/TMED1/PLEKHM2/TANGO2/MAPK1/CDC42/PRMT5/PLK1/MYO18A/MAPK3/GOLPH3/CLASP2/ATL2/TMED4/COG3/HUWE1/KIFC3/LMAN1/CDK1/RAB1A/MAP2K1/VTI1B/TMED10/NPLOC4/CSNK1D/TRIP11/YWHAZ/ARL1/GCC2/ZW10/CLASP1/TMED2/GOLGA2/SURF4/CSNK1A1/ATP8B2/PDCD10/TMED9/STK25,40
GO:0007043,cell-cell junction assembly,40/3235,156/18888,0.004564536,0.025836442,0.0187175,PKP3/MICALL2/FSCN1/CLDN7/ROCK2/PRKACA/EPHA2/CDH2/TJP1/PDCD6IP/PARD3/STRN/ZNF703/CTNNB1/JUP/CNTNAP1/CLDN19/SRF/FKRP/HDAC7/SMAD7/IRX3/ARL2/PRKCA/GJB1/CLDN4/VCL/ACTG1/CLDN15/FER/RHOC/HIPK1/CTNNA1/PKP4/F11R/AFDN/ECT2/PAK2/FZD5/AGT,40
GO:0031960,response to corticosteroid,40/3235,156/18888,0.004564536,0.025836442,0.0187175,TYMS/SERPINF1/TFAP4/AKR1C3/PCNA/JAK2/ADM/COMT/SDC1/UBE2L3/FOSL2/PTPRU/ZNF764/AQP1/GLB1/CDKN1A/SRC/ZFP36/ZFP36L2/FKRP/HDAC6/IGFBP7/FECH/PCK1/PDCD7/AXIN2/FOSL1/ZFP36L1/KLF9/DDIT4/IGF1R/FOXO3/BCL2L11/AIFM1/RAN/SGK1/CASP3/CFLAR/PARP1/HNRNPU,40
GO:0006111,regulation of gluconeogenesis,17/3235,52/18888,0.004610661,0.026026024,0.018854845,DGKQ/STK11/USP7/PRKACA/MTCL2/FOXO1/EP300/KAT2A/ARPP19/DDB1/SIRT1/ACADM/CRY1/TCF7L2/WDR5/CLK2/ZNF692,17
GO:0060324,face development,17/3235,52/18888,0.004610661,0.026026024,0.018854845,SKI/RAF1/TBX1/MAPK1/MAPK3/NIPBL/CSRNP1/RARA/EP300/SRF/HOXB3/DKK1/ASPH/MAP2K1/SGPL1/ZFAND5/ANKRD11,17
GO:0071470,cellular response to osmotic stress,17/3235,52/18888,0.004610661,0.026026024,0.018854845,WNK1/AQP1/SLC12A6/OXSR1/DDX3X/SLC2A1/TSPO/PCK1/ZFP36L1/NFAT5/MICU1/LRRC8D/AKR1B1/ARHGEF2/CASP3/XRCC5/CAB39,17
GO:2000045,regulation of G1/S transition of mitotic cell cycle,46/3235,185/18888,0.00467675,0.026374992,0.019107658,PKD1/TP53/ID2/WEE1/SMARCA4/KANK2/CDKN1B/ARID1A/RPA2/WAC/CRLF3/E2F1/CDKN1A/CDC6/DDX3X/CCND3/GTSE1/AMBRA1/SMARCC1/PRKDC/SMARCD1/PBRM1/CDK2/SMARCC2/CTDSP2/SMARCD2/DPF2/CDK2AP2/MDM2/CCND1/RFWD3/E2F7/MEPCE/KMT2E/CUL4A/TFDP1/GFI1B/CASP2/ARID1B/ACVR1/LSM11/PHF10/EIF4G1/CDC73/CTDSP1/GIGYF2,46
GO:0010594,regulation of endothelial cell migration,56/3235,234/18888,0.00473723,0.02669172,0.019337116,PDCD6/SERPINF1/PDPK1/RAC1/PTPRM/PIK3CD/EMP2/ROCK2/CALR/TMSB4X/EPHA2/RHOB/MAP2K3/PTK2B/PATZ1/NF1/GPI/CARD10/FGFR1/THBS1/PLCG1/JUP/STAT5A/CEACAM1/VEGFA/GRN/CD40/HDAC7/EMC10/SP1/ZNF580/PLPP3/ATP5F1B/APOH/PRKCA/SIRT1/BCAR1/CIB1/TGFBR3/KRIT1/LGMN/NR2F2/MET/DAB2IP/GATA2/ABL1/NOTCH1/PIK3CB/MECP2/EFNA1/PDCD10/NFE2L2/GLUL/PROX1/AAMP/AGT,56
GO:0140718,facultative heterochromatin formation,16/3235,48/18888,0.00476776,0.026764215,0.019389636,KDM5A/MBD3/SAMD1/ATF7IP/JARID2/SUZ12/DYRK1A/SIRT2/PPHLN1/BAZ2A/SIRT1/TET1/PHF2/KMT2A/MYC/SETDB1,16
GO:0048710,regulation of astrocyte differentiation,Dec-35,32/18888,0.004785496,0.026764215,0.019389636,ID2/LDLR/LIF/NF1/KDM4A/F2/MBD1/IL6ST/NOTCH1/MECP2/QKI/SERPINE2,12
GO:0051642,centrosome localization,Dec-35,32/18888,0.004785496,0.026764215,0.019389636,SUN1/NDEL1/PARD3/SUN2/DLGAP5/AURKA/DYNC1LI2/FHOD1/BICD2/MAD2L1/SPOUT1/EZR,12
GO:0061842,microtubule organizing center localization,Dec-35,32/18888,0.004785496,0.026764215,0.019389636,SUN1/NDEL1/PARD3/SUN2/DLGAP5/AURKA/DYNC1LI2/FHOD1/BICD2/MAD2L1/SPOUT1/EZR,12
GO:0051645,Golgi localization,Jul-35,14/18888,0.004797727,0.026764215,0.019389636,STK11/CDC42/HOOK3/NHERF1/YWHAZ/PDCD10/STK25,7
GO:0070262,peptidyl-serine dephosphorylation,Jul-35,14/18888,0.004797727,0.026764215,0.019389636,YWHAE/PPM1F/PPP2CB/PPP5C/PPP1R15A/PPTC7/DUSP1,7
GO:0071472,cellular response to salt stress,Jul-35,14/18888,0.004797727,0.026764215,0.019389636,AQP1/SLC12A6/PCK1/ZFP36L1/MICU1/AKR1B1/XRCC5,7
GO:1900025,negative regulation of substrate adhesion-dependent cell spreading,Jul-35,14/18888,0.004797727,0.026764215,0.019389636,KANK1/RCC2/DMTN/ACTN4/CORO1C/AP1AR/SPRY4,7
GO:1903894,regulation of IRE1-mediated unfolded protein response,Jul-35,14/18888,0.004797727,0.026764215,0.019389636,BAX/PTPN1/UFL1/DNAJB9/BCL2L11/DAB2IP/HSPA5,7
GO:1904814,"regulation of protein localization to chromosome, telomeric region",Jul-35,14/18888,0.004797727,0.026764215,0.019389636,CCT5/CCT6A/CCT7/MACROH2A1/DKC1/CCT3/TCP1,7
GO:1990173,protein localization to nucleoplasm,Jul-35,14/18888,0.004797727,0.026764215,0.019389636,CCT5/CCT6A/CCT7/MEPCE/DKC1/CCT3/TCP1,7
GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,15/3235,44/18888,0.004882965,0.027190637,0.019698562,TP53/BAG6/CDKN1A/EP300/SHISA5/TMEM109/SIRT1/TAF9/DDIT4/SNW1/HNRNPK/AEN/HIPK1/HIPK2/CD74,15
GO:0097178,ruffle assembly,15/3235,44/18888,0.004882965,0.027190637,0.019698562,KANK1/RHOG/PFN1/RAC1/NDEL1/ICAM1/RCC2/CYFIP1/BAG4/ARF6/INPPL1/EVL/CORO1C/PFN2/PIP5K1A,15
GO:0030705,cytoskeleton-dependent intracellular transport,49/3235,200/18888,0.004895978,0.02720144,0.019706388,RHOT2/SUN1/STK11/AP3D1/KIF1C/ARL8B/NDEL1/TMEM201/KIF1B/KIF13A/CDC42/APP/FLOT2/KIF13B/TUBB/RHOT1/ACTN4/SUN2/TRAK1/HOOK3/LRPPRC/KLC3/HDAC6/STAU1/TUBA1A/TUBA1C/FUZ/DST/KIF5A/ACTR10/CCDC88B/RAB1A/TERF2/RAB21/MAP1B/AP3M1/HSBP1/SPG7/BICD2/ARMCX3/LAMP1/BICDL1/DYNLL1/COPG2/MECP2/DYNC2I1/FBXW11/OPA1/HNRNPU,49
GO:0010770,positive regulation of cell morphogenesis,13/3235,36/18888,0.004915711,0.02720144,0.019706388,TBC1D24/CDKL5/EEF2K/CAPRIN1/PRKDC/HDAC6/LRP8/RAB21/BAIAP2/FZD4/CUX1/RELN/DBN1,13
GO:0031112,positive regulation of microtubule polymerization or depolymerization,13/3235,36/18888,0.004915711,0.02720144,0.019706388,RAC1/CDKN1B/GIT1/HSPA1B/MAPRE1/CKAP5/ARL2/MAP1B/DCTN1/PSRC1/MET/CLASP1/MECP2,13
GO:0032205,negative regulation of telomere maintenance,13/3235,36/18888,0.004915711,0.02720144,0.019706388,TP53/CTC1/HNRNPC/SRC/TENT4B/HNRNPA1/TERF2/TERF2IP/NBN/TNKS2/DCP2/PARP1/HNRNPU,13
GO:0032232,negative regulation of actin filament bundle assembly,13/3235,36/18888,0.004915711,0.02720144,0.019706388,PFN1/DLC1/STMN1/WASF2/TJP1/RHPN2/CLASP2/SHANK3/ARAP1/MET/CLASP1/F11R/PAK2,13
GO:0060317,cardiac epithelial to mesenchymal transition,13/3235,36/18888,0.004915711,0.02720144,0.019706388,EMP2/JAG1/TGFBR2/SMAD4/RTN4/HEY1/TGFBR3/PDCD4/TBX3/SPRY1/NOTCH1/EFNA1/ACVR1,13
GO:2000406,positive regulation of T cell migration,13/3235,36/18888,0.004915711,0.02720144,0.019706388,DOCK8/WNK1/APP/SPN/OXSR1/SELENOK/ADAM10/FADD/ABL1/MED23/CD99L2/ABL2/CCL20,13
