,chrom,start,end,strand,confidence_score,sample_or_tissue_used
15022,chr8,38269786,38269836,-,5.920842641,K562
15023,chr8,38269856,38269979,-,15.91335548,K562
15024,chr8,38270182,38270287,-,10.43135036,K562
35608,chr2,38294994,38295050,-,3.55428109,HepG2
35609,chr2,38300274,38300324,-,3.016910938,HepG2
7358,chr15,38465269,38465316,+,3.36069115,K562
3659,chr3,38492917,38493019,+,10.73714897,K562
3657,chr3,38490819,38490858,+,3.199661376,HepG2
3656,chr3,38489431,38489496,+,3.016910938,HepG2
3660,chr3,38492940,38493012,+,5.567766748,HepG2
3658,chr3,38492914,38493026,+,12.55690638,K562
7359,chr15,38486061,38486113,+,4.734599103,K562
27859,chr4,38664412,38664459,+,4.017282261,K562
31658,chr17,38671988,38672022,-,3.693916752,HepG2
31660,chr17,38673251,38673294,-,3.504713402,HepG2
31657,chr17,38671880,38671935,-,6.109926836,HepG2
31659,chr17,38672531,38672565,-,3.536314955,HepG2
16699,chr22,38682878,38682887,+,3.693916752,HepG2
31671,chr17,38728379,38728446,+,3.610284393,K562
31674,chr17,38728929,38728968,+,3.55428109,HepG2
31672,chr17,38728501,38728522,+,3.504713402,HepG2
31673,chr17,38728626,38728655,+,3.199661376,HepG2
31670,chr17,38727324,38727410,+,6.500825165,K562
31700,chr17,38768650,38768706,-,3.536314955,HepG2
1919,chr19,38840279,38840342,-,6.013129016,K562
1918,chr19,38840261,38840306,-,7.173988142,K562
33988,chr5,38937964,38938023,-,6.520826926,K562
33989,chr5,38938043,38938097,-,4.396348092,K562
38487,chr14,39182800,39182861,+,5.266761796,K562
38486,chr14,39182194,39182216,+,3.693916752,HepG2
38485,chr14,39181924,39181954,+,4.739795003,HepG2
25682,chr6,39190403,39190457,-,3.424169967,K562
38488,chr14,39234006,39234055,+,3.476468913,HepG2
1946,chr19,39356802,39356857,+,3.36069115,K562
1947,chr19,39384940,39385018,+,7.566486339,K562
1949,chr19,39385051,39385115,+,5.456039798,K562
1948,chr19,39384949,39385013,+,6.466817015,K562
31722,chr17,39405350,39405414,-,4.557780101,HepG2
31723,chr17,39406604,39406659,-,6.327809749,HepG2
1954,chr19,39408534,39408593,+,8.176486647,HepG2
1955,chr19,39408643,39408675,+,5.793733402,HepG2
16757,chr22,39431099,39431142,+,3.693916752,HepG2
16756,chr22,39430371,39430455,+,3.36069115,K562
27864,chr4,39448972,39449036,+,5.32198595,HepG2
1959,chr19,39469279,39469317,+,3.693916752,HepG2
35625,chr2,39481759,39481818,+,3.476468913,HepG2
16760,chr22,39489261,39489317,+,3.540116796,K562
16758,chr22,39489147,39489224,+,3.266697184,K562
16763,chr22,39492064,39492159,+,5.737236473,K562
16762,chr22,39489522,39489570,+,3.36069115,K562
16761,chr22,39489517,39489571,+,4.28721069,K562
16759,chr22,39489158,39489209,+,3.36069115,K562
16767,chr22,39517519,39517563,+,7.013993118,HepG2
31724,chr17,39531096,39531161,+,3.55428109,HepG2
7362,chr15,39593415,39593456,+,3.96221267,HepG2
7366,chr15,39595958,39595980,+,8.704718859,HepG2
7367,chr15,39596108,39596126,+,3.96221267,HepG2
7368,chr15,39596402,39596481,+,15.56038219,HepG2
7369,chr15,39596515,39596575,+,3.504713402,HepG2
7371,chr15,39597299,39597332,+,11.2621398,HepG2
7370,chr15,39596961,39596970,+,3.96221267,HepG2
27889,chr4,39782533,39782600,+,3.96221267,HepG2
27891,chr4,39824361,39824470,-,12.92350519,K562
27890,chr4,39822965,39823026,-,4.661830076,K562
1973,chr19,39834718,39834767,-,6.253438812,K562
1972,chr19,39834667,39834687,-,6.247436853,K562
16780,chr22,39972503,39972575,+,3.266697184,K562
16779,chr22,39972484,39972574,+,5.229321962,K562
31808,chr17,39996265,39996311,+,4.105895486,K562
31811,chr17,39997762,39997824,+,12.73935629,K562
31812,chr17,39997769,39997838,+,10.29700972,K562
31837,chr17,40089819,40089911,+,3.424169967,K562
31840,chr17,40092397,40092486,+,6.464207677,K562
31838,chr17,40091782,40091836,+,4.628865613,K562
31839,chr17,40092371,40092455,+,7.092832084,K562
31841,chr17,40126227,40126304,+,3.915254684,K562
31842,chr17,40130057,40130087,+,3.917588427,HepG2
1974,chr19,40215098,40215161,+,4.619541281,K562
31859,chr17,40302692,40302762,+,3.178734411,K562
3664,chr3,40312312,40312359,+,7.319237384,K562
3663,chr3,40312056,40312096,+,3.805119784,K562
31866,chr17,40388941,40388972,-,3.504713402,HepG2
31872,chr17,40457267,40457305,+,5.229321962,K562
31871,chr17,40456737,40456809,+,8.433303305,K562
15942,chr13,40557832,40557872,-,3.016910938,HepG2
33990,chr5,40715907,40716011,-,4.396348092,K562
33991,chr5,40762409,40762512,-,3.682185412,K562
2059,chr19,40800686,40800742,+,3.199661376,HepG2
2058,chr19,40800628,40800684,+,4.105895486,K562
2060,chr19,40801071,40801116,+,3.540116796,K562
7411,chr15,40807712,40807792,+,5.266761796,K562
7410,chr15,40807702,40807824,+,7.173988142,K562
16814,chr22,40967798,40967820,+,3.882310524,HepG2
15947,chr13,41128445,41128504,-,3.178734411,K562
7412,chr15,41281480,41281529,+,5.018185287,HepG2
7413,chr15,41281627,41281676,+,5.766439673,K562
7429,chr15,41302905,41302940,+,3.536314955,HepG2
7430,chr15,41303815,41303865,+,3.536314955,HepG2
7428,chr15,41302108,41302197,+,4.007253545,HepG2
2090,chr19,41323567,41323621,-,4.661830076,K562
16830,chr22,41359784,41359820,+,3.178734411,K562
16832,chr22,41359919,41359976,+,4.007253545,HepG2
16833,chr22,41359919,41359998,+,11.69099447,K562
16829,chr22,41357925,41357972,+,3.476468913,HepG2
16831,chr22,41359917,41359975,+,6.466817015,K562
16838,chr22,41435880,41435909,-,3.199661376,HepG2
16839,chr22,41436151,41436187,-,3.96221267,HepG2
16837,chr22,41435352,41435397,-,3.189448735,HepG2
16834,chr22,41433709,41433757,-,4.01631793,HepG2
16835,chr22,41434910,41434972,-,4.928765132,HepG2
16836,chr22,41435098,41435132,-,3.693916752,HepG2
16840,chr22,41459847,41459905,-,12.02589378,K562
16841,chr22,41460299,41460348,-,4.739795003,HepG2
7443,chr15,41481319,41481343,+,6.500825165,K562
7444,chr15,41481343,41481369,+,6.45759775,K562
31875,chr17,41523639,41523737,-,11.38772457,HepG2
16842,chr22,41598564,41598627,-,4.017282261,K562
15064,chr8,41622308,41622360,+,3.991571025,K562
7445,chr15,41713331,41713377,+,3.199661376,HepG2
25688,chr6,41736758,41736831,-,5.967101334,HepG2
2098,chr19,41860255,41860289,+,40.76379035,K562
2099,chr19,41860795,41860844,+,35.48920039,K562
33992,chr5,41920600,41920675,+,4.308259517,K562
33777,chr17,42020072,42020125,+,3.199661376,HepG2
7457,chr15,42160146,42160201,-,3.991571025,K562
2119,chr19,42247847,42247888,-,6.45759775,K562
2120,chr19,42247850,42247892,-,6.819218875,K562
2116,chr19,42247597,42247659,-,10.77421119,K562
2121,chr19,42247874,42247904,-,4.613129145,HepG2
2118,chr19,42247741,42247761,-,3.917588427,HepG2
2115,chr19,42247596,42247649,-,11.69099447,K562
2117,chr19,42247706,42247783,-,10.50896064,K562
32089,chr17,42313340,42313383,-,7.520223208,K562
32090,chr17,42313350,42313382,-,4.367798095,K562
16892,chr22,42512668,42512725,-,4.739795003,HepG2
32223,chr17,42699480,42699519,+,4.064158778,HepG2
32230,chr17,42779435,42779509,+,6.500825165,K562
32231,chr17,42796159,42796222,+,3.991571025,K562
16914,chr22,42796636,42796766,-,5.572357631,K562
32240,chr17,42912095,42912130,+,5.567766748,HepG2
25775,chr6,42964210,42964250,-,3.36069115,K562
32246,chr17,43015648,43015654,-,4.628865613,K562
32245,chr17,43015567,43015623,-,4.557780101,HepG2
15073,chr8,43018940,43019012,+,4.308259517,K562
25839,chr6,43180270,43180330,+,10.33045069,K562
25841,chr6,43181339,43181431,+,19.34326951,K562
25838,chr6,43179689,43179722,+,3.504713402,HepG2
25837,chr6,43179262,43179307,+,4.907220775,K562
25840,chr6,43180399,43180442,+,3.536314955,HepG2
35666,chr2,43224155,43224193,-,9.158950341,HepG2
35664,chr2,43223255,43223287,-,5.018019887,K562
35665,chr2,43223556,43223591,-,10.89990287,HepG2
35667,chr2,43224234,43224270,-,10.91677159,HepG2
35668,chr2,43224311,43224321,-,3.178734411,K562
25845,chr6,43225785,43225833,-,6.466817015,K562
25846,chr6,43225793,43225830,-,6.099840782,K562
32253,chr17,43400363,43400416,+,5.639574165,HepG2
32254,chr17,43400483,43400528,+,3.199661376,HepG2
32255,chr17,43400689,43400752,+,3.882310524,HepG2
23653,chr20,43461440,43461476,+,3.96221267,HepG2
25854,chr6,43523543,43523584,+,3.693916752,HepG2
2174,chr19,43607511,43607563,-,3.882310524,HepG2
2173,chr19,43607481,43607580,-,35.7433063,K562
2172,chr19,43607471,43607566,-,28.35702136,K562
2179,chr19,43622907,43622947,-,7.013993118,HepG2
2180,chr19,43622921,43622946,-,3.504713402,HepG2
2181,chr19,43623272,43623311,-,3.96221267,HepG2
2177,chr19,43622751,43622805,-,6.552112966,HepG2
2178,chr19,43622780,43622847,-,3.36069115,K562
2176,chr19,43622726,43622818,-,9.391519003,HepG2
2175,chr19,43622641,43622726,-,7.18917782,HepG2
18372,chr1,43705351,43705398,+,3.545634347,K562
18371,chr1,43705302,43705353,+,4.017282261,K562
18368,chr1,43705094,43705130,+,3.693916752,HepG2
18369,chr1,43705294,43705348,+,6.830188658,K562
18370,chr1,43705298,43705337,+,3.693916752,HepG2
25862,chr6,43771012,43771115,+,18.20585367,K562
25861,chr6,43771007,43771070,+,17.39317811,K562
3711,chr3,44338244,44338300,+,4.739795003,HepG2
32353,chr17,44352692,44352766,+,5.059304654,HepG2
32373,chr17,44353294,44353375,-,12.21219683,K562
32374,chr17,44353431,44353487,-,3.545634347,K562
32372,chr17,44353270,44353380,-,8.307859361,K562
8768,chr7,44384002,44384045,-,4.512902227,HepG2
32377,chr17,44400509,44400550,-,3.504713402,HepG2
32375,chr17,44399358,44399367,-,4.269339392,HepG2
32376,chr17,44399367,44399398,-,3.55428109,HepG2
23656,chr20,44406596,44406637,+,3.189448735,HepG2
7611,chr15,44427681,44427754,+,3.016910938,HepG2
28974,chr21,44459843,44459892,+,4.064158778,HepG2
28973,chr21,44457822,44457874,+,3.536314955,HepG2
28975,chr21,44461019,44461099,+,3.55428109,HepG2
23662,chr20,44499663,44499705,-,3.199661376,HepG2
23663,chr20,44499793,44499840,-,3.016910938,HepG2
23664,chr20,44499827,44499883,-,3.805119784,K562
13251,chrX,44523878,44523940,-,3.610284393,K562
10576,chr11,44620057,44620108,+,3.178734411,K562
10577,chr11,44620180,44620254,+,4.105895486,K562
10578,chr11,44620242,44620326,+,5.37656421,K562
28976,chr21,44769262,44769367,-,11.96066521,K562
28977,chr21,44769263,44769371,-,15.99157017,K562
18632,chr1,44775577,44775588,+,25.99387639,K562
9922,chr7,44796844,44796917,+,7.678728501,K562
2200,chr19,44820706,44820730,+,8.597956938,HepG2
8788,chr7,44826895,44826949,-,6.500825165,K562
2201,chr19,44873973,44874018,+,3.536314955,HepG2
32378,chr17,44926188,44926270,-,4.064158778,HepG2
2210,chr19,44948802,44948833,+,5.059304654,HepG2
29005,chr21,44967081,44967175,+,5.582216856,K562
26920,chr10,44976695,44976748,-,11.89873422,HepG2
26922,chr10,44976794,44976833,-,3.189448735,HepG2
26927,chr10,44977299,44977368,-,15.0708315,HepG2
26921,chr10,44976756,44976790,-,10.06770385,HepG2
26923,chr10,44976812,44976853,-,13.9115655,HepG2
26918,chr10,44976321,44976345,-,7.73485304,HepG2
26919,chr10,44976410,44976451,-,11.90822756,HepG2
26926,chr10,44977233,44977254,-,6.647382247,HepG2
26924,chr10,44976951,44976981,-,7.607901273,HepG2
26925,chr10,44977169,44977201,-,11.31574268,HepG2
13252,chrX,45060100,45060140,+,3.199661376,HepG2
38505,chr14,45129814,45129860,-,4.512902227,HepG2
32400,chr17,45150302,45150337,+,3.504713402,HepG2
32399,chr17,45150293,45150406,+,15.05631756,K562
32398,chr17,45150278,45150355,+,11.9361557,K562
32401,chr17,45150355,45150413,+,5.347881548,K562
3722,chr3,45224555,45224636,-,11.2539733,K562
3723,chr3,45224574,45224636,-,5.721036617,K562
3724,chr3,45224908,45224941,-,4.628865613,K562
23696,chr20,45327166,45327225,-,6.975736873,HepG2
23693,chr20,45325888,45325905,-,5.050337254,HepG2
23694,chr20,45326132,45326182,-,6.814412237,HepG2
23695,chr20,45327141,45327201,-,13.77116351,HepG2
2255,chr19,45410557,45410627,+,9.302884042,K562
29014,chr21,45515345,45515396,-,3.424169967,K562
29013,chr21,45514406,45514482,-,3.55428109,HepG2
15964,chr13,45536269,45536369,+,3.178734411,K562
2291,chr19,45710832,45710950,-,6.125978175,K562
2290,chr19,45710673,45710713,-,5.018185287,HepG2
2305,chr19,45815641,45815681,-,6.567770441,K562
2309,chr19,45883823,45883878,-,6.814412237,HepG2
2308,chr19,45883813,45883861,-,4.017282261,K562
2307,chr19,45883771,45883805,-,3.991571025,K562
2306,chr19,45883720,45883766,-,4.594322111,HepG2
2310,chr19,45890553,45890597,-,3.882310524,HepG2
29401,chr12,45921334,45921369,-,3.199661376,HepG2
29399,chr12,45919147,45919215,-,3.610284393,K562
29400,chr12,45920858,45920904,-,3.199661376,HepG2
23893,chr20,45948670,45948727,-,3.610284393,K562
29402,chr12,46183211,46183286,-,3.545634347,K562
18674,chr1,46278917,46278962,-,3.189448735,HepG2
16928,chr22,46330719,46330786,+,3.178734411,K562
29403,chr12,46358255,46358325,-,35.37555288,HepG2
29404,chr12,46358258,46358323,-,79.60430675,HepG2
29409,chr12,46358365,46358392,-,4.367798095,K562
29408,chr12,46358339,46358365,-,8.284555836,K562
29406,chr12,46358323,46358396,-,68.29482076,HepG2
29407,chr12,46358325,46358385,-,37.9314431,HepG2
29405,chr12,46358278,46358339,-,11.74977523,K562
10579,chr11,46366381,46366432,+,3.991571025,K562
21967,chr16,46581543,46581621,-,4.308259517,K562
21966,chr16,46581539,46581644,-,4.619541281,K562
2350,chr19,46674563,46674625,-,3.178734411,K562
15967,chr13,46752204,46752254,+,4.512902227,HepG2
10670,chr11,46858692,46858723,-,3.199661376,HepG2
21976,chr16,46968108,46968159,-,3.55428109,HepG2
2394,chr19,47003793,47003839,+,6.958153911,HepG2
2395,chr19,47004070,47004164,+,7.32713412,HepG2
21977,chr16,47155320,47155480,-,3.545634347,K562
21978,chr16,47155438,47155532,-,4.007253545,HepG2
18725,chr1,47228737,47228805,-,5.347881548,K562
25908,chr6,47231770,47231810,-,3.536314955,HepG2
2469,chr19,47271693,47271812,+,27.40515979,K562
2471,chr19,47271767,47271837,+,13.52962156,K562
2470,chr19,47271705,47271767,+,12.4507848,K562
10713,chr11,47358425,47358523,-,6.567770441,K562
3800,chr3,47410320,47410367,+,4.232507593,HepG2
10714,chr11,47412130,47412170,+,4.512902227,HepG2
10718,chr11,47422829,47422915,-,4.105895486,K562
3827,chr3,47586064,47586129,-,5.32198595,HepG2
3829,chr3,47586726,47586765,-,3.016910938,HepG2
3828,chr3,47586596,47586637,-,3.504713402,HepG2
3826,chr3,47585987,47586093,-,9.018480385,K562
3825,chr3,47585983,47586097,-,10.93442029,K562
25909,chr6,47624407,47624468,+,5.050337254,HepG2
25911,chr6,47624748,47624781,+,4.396348092,K562
25910,chr6,47624735,47624799,+,8.894568506,K562
32438,chr17,47658577,47658634,+,4.52966126,HepG2
23942,chr20,47682995,47683028,-,4.512902227,HepG2
2476,chr19,47742690,47742774,+,3.545634347,K562
3830,chr3,47850007,47850051,+,4.512902227,HepG2
15968,chr13,48076716,48076800,-,6.17462069,HepG2
15969,chr13,48079854,48079902,-,3.424169967,K562
3890,chr3,48443847,48443871,+,9.463189134,K562
2518,chr19,48453741,48453777,+,3.199661376,HepG2
2517,chr19,48453568,48453615,+,3.882310524,HepG2
2519,chr19,48453835,48453877,+,3.199661376,HepG2
3932,chr3,48517843,48517909,-,12.86178701,K562
3933,chr3,48517859,48517960,-,5.572357631,K562
32523,chr17,48542691,48542730,-,3.915254684,K562
32526,chr17,48576393,48576427,-,3.915254684,K562
32527,chr17,48576584,48576663,-,11.90715764,K562
32528,chr17,48576588,48576670,-,12.67028552,K562
13267,chrX,48597752,48597800,+,3.266697184,K562
3934,chr3,48599660,48599708,-,4.308259517,K562
3935,chr3,48600084,48600138,-,5.229321962,K562
3936,chr3,48601029,48601037,-,3.199661376,HepG2
2524,chr19,48616145,48616185,-,21.05289972,K562
32532,chr17,48621301,48621347,-,12.3377712,K562
32533,chr17,48622855,48622896,-,8.307565636,K562
32531,chr17,48621299,48621357,-,15.49028684,K562
32530,chr17,48621186,48621254,-,37.21673977,K562
32529,chr17,48621183,48621248,-,36.68474357,K562
2525,chr19,48873947,48873995,+,10.4184144,K562
2526,chr19,48873947,48874016,+,16.36392352,K562
2527,chr19,48875660,48875678,+,5.287361324,K562
2528,chr19,48875922,48875954,+,10.75080164,K562
13476,chrX,48895053,48895100,-,3.266697184,K562
12926,chr18,48920877,48920911,-,4.070298109,HepG2
12925,chr18,48920408,48920452,-,7.013993118,HepG2
29441,chr12,48938355,48938431,-,10.10070491,K562
29442,chr12,48938368,48938431,-,7.725388919,K562
29440,chr12,48937000,48937051,-,5.340467232,HepG2
29439,chr12,48936712,48936755,-,3.504713402,HepG2
2614,chr19,48966824,48966853,+,58.01049679,K562
2613,chr19,48966805,48966824,+,35.83401418,K562
29525,chr12,49031193,49031202,-,4.512902227,HepG2
29526,chr12,49031202,49031234,-,4.512902227,HepG2
32548,chr17,49055498,49055542,+,3.55428109,HepG2
29527,chr12,49053558,49053593,-,3.693916752,HepG2
29531,chr12,49089692,49089757,-,5.018019887,K562
29544,chr12,49185032,49185099,-,4.227194163,K562
2660,chr19,49429511,49429593,-,3.991571025,K562
16932,chr22,49555818,49555842,-,3.424169967,K562
2677,chr19,49625968,49626015,+,3.36069115,K562
2678,chr19,49626157,49626199,+,4.594322111,HepG2
16933,chr22,49630926,49631008,-,6.819218875,K562
23982,chr20,49635730,49635773,-,6.327809749,HepG2
23979,chr20,49634257,49634318,-,5.018185287,HepG2
23976,chr20,49633844,49633901,-,7.18917782,HepG2
23980,chr20,49635431,49635474,-,3.55428109,HepG2
23978,chr20,49634253,49634305,-,4.52966126,HepG2
23977,chr20,49634239,49634329,-,9.302884042,K562
23981,chr20,49635632,49635656,-,3.199661376,HepG2
2679,chr19,49666749,49666799,+,5.266761796,K562
32552,chr17,49710604,49710734,-,11.04462016,K562
32551,chr17,49710548,49710704,-,11.26446497,K562
30853,chr12,49753030,49753066,+,4.232507593,HepG2
2704,chr19,49767146,49767182,+,3.536314955,HepG2
16964,chr22,49817640,49817682,-,4.512902227,HepG2
2749,chr19,49860403,49860448,+,3.540116796,K562
2748,chr19,49860400,49860463,+,5.075872175,K562
2801,chr19,49933846,49933901,+,5.266761796,K562
2800,chr19,49933475,49933498,+,3.424169967,K562
16966,chr22,49961642,49961679,+,4.681982602,K562
16965,chr22,49961445,49961518,+,18.07084173,HepG2
16977,chr22,49963828,49963845,+,3.96221267,HepG2
16973,chr22,49963693,49963747,+,16.96957354,K562
16969,chr22,49963584,49963617,+,6.552112966,HepG2
16974,chr22,49963799,49963856,+,12.91143019,K562
16968,chr22,49963456,49963505,+,10.14716448,K562
16967,chr22,49963201,49963246,+,12.01783283,HepG2
16971,chr22,49963641,49963693,+,16.22610273,K562
16972,chr22,49963651,49963726,+,19.90087207,K562
16976,chr22,49963820,49963852,+,9.587990782,HepG2
16970,chr22,49963594,49963613,+,5.050337254,HepG2
16975,chr22,49963809,49963851,+,5.920842641,K562
16978,chr22,49963872,49963917,+,10.77421119,K562
16980,chr22,49963886,49963916,+,6.959041827,HepG2
16981,chr22,49963939,49963983,+,15.80567995,HepG2
16983,chr22,49963949,49963987,+,5.967101334,HepG2
16979,chr22,49963878,49963931,+,11.16751306,K562
16982,chr22,49963941,49964000,+,11.16450602,K562
32556,chr17,50134239,50134275,-,3.266697184,K562
32555,chr17,50133878,50133934,-,3.199661376,HepG2
32553,chr17,50133826,50133886,-,8.992954572,K562
32554,chr17,50133829,50133890,-,7.93658557,K562
32557,chr17,50134713,50134759,-,5.917793237,K562
32559,chr17,50135050,50135100,-,6.327809749,HepG2
32560,chr17,50135238,50135283,-,4.367798095,K562
32558,chr17,50134903,50134954,-,5.529101386,HepG2
24017,chr20,50192418,50192447,+,5.567766748,HepG2
24018,chr20,50192425,50192456,+,5.266761796,K562
24019,chr20,50192573,50192634,+,11.80462625,K562
24020,chr20,50192574,50192632,+,19.90087207,K562
24015,chr20,50192329,50192395,+,11.40234868,K562
24016,chr20,50192330,50192382,+,11.92252308,K562
24014,chr20,50192193,50192202,+,3.178734411,K562
4056,chr3,50324963,50325018,-,5.340467232,HepG2
32573,chr17,50381842,50381899,-,5.075872175,K562
32574,chr17,50382689,50382781,-,14.23026829,K562
3114,chr19,50384277,50384320,+,4.512902227,HepG2
2816,chr19,50398986,50399053,+,7.148528716,K562
2828,chr19,50489511,50489595,+,5.414279899,K562
32579,chr17,50547664,50547684,+,4.512902227,HepG2
21989,chr16,50548720,50548746,+,6.29980467,HepG2
21992,chr16,50636088,50636104,+,3.693916752,HepG2
21990,chr16,50634013,50634057,+,7.317031088,HepG2
21991,chr16,50635543,50635578,+,5.018185287,HepG2
21993,chr16,50637705,50637741,+,3.536314955,HepG2
21994,chr16,50640450,50640474,+,4.269339392,HepG2
32582,chr17,50695882,50695920,-,3.504713402,HepG2
29580,chr12,50820348,50820425,+,4.661193622,K562
5474,chr3,51385393,51385434,+,7.197653256,K562
2831,chr19,51581399,51581442,+,3.199661376,HepG2
15994,chr13,51762188,51762237,+,3.189448735,HepG2
7669,chr15,51911857,51911981,+,4.227194163,K562
29596,chr12,51995273,51995392,+,14.59665003,HepG2
2832,chr19,52219783,52219833,+,3.545634347,K562
18745,chr1,52238725,52238776,+,3.96221267,HepG2
4181,chr3,52256708,52256780,-,13.94749844,HepG2
4180,chr3,52256704,52256780,-,14.34013132,K562
4178,chr3,52256281,52256315,-,3.016910938,HepG2
4179,chr3,52256347,52256355,-,3.424169967,K562
4183,chr3,52256715,52256782,-,12.46267729,HepG2
4184,chr3,52256819,52256852,-,3.96221267,HepG2
4182,chr3,52256708,52256785,-,15.12166782,K562
4177,chr3,52256031,52256099,-,8.44591916,HepG2
4185,chr3,52256892,52256944,-,5.529101386,HepG2
26980,chr10,52317064,52317097,+,5.018185287,HepG2
26981,chr10,52317123,52317158,+,6.17462069,HepG2
26982,chr10,52317207,52317254,+,14.043365,HepG2
4196,chr3,52433748,52433801,-,3.016910938,HepG2
16003,chr13,52473848,52473901,+,3.55428109,HepG2
25925,chr6,52502990,52503054,-,4.269339392,HepG2
38517,chr14,52640079,52640166,-,4.557780101,HepG2
18752,chr1,52687632,52687681,-,3.693916752,HepG2
4206,chr3,52711159,52711193,-,3.199661376,HepG2
34024,chr5,52801865,52801931,+,3.178734411,K562
29597,chr12,52949335,52949390,+,4.782928436,K562
34029,chr5,53092216,53092243,+,3.504713402,HepG2
34031,chr5,53093272,53093328,+,3.476468913,HepG2
34030,chr5,53092679,53092725,+,3.016910938,HepG2
34028,chr5,53090845,53090890,+,3.016910938,HepG2
29601,chr12,53188920,53188989,+,5.917793237,K562
4213,chr3,53285796,53285836,-,3.96221267,HepG2
4212,chr3,53285779,53285827,-,3.476468913,HepG2
29645,chr12,53512513,53512620,-,3.511542639,HepG2
18783,chr1,53766619,53766653,-,3.805119784,K562
39005,chr14,53950577,53950644,-,6.959041827,HepG2
38523,chr14,53950680,53950710,-,3.199661376,HepG2
2891,chr19,54180615,54180660,-,3.199661376,HepG2
20986,chr1,54200187,54200228,+,3.199661376,HepG2
29725,chr12,54351739,54351787,+,6.099840782,K562
29724,chr12,54351620,54351668,+,8.307859361,K562
29723,chr12,54351570,54351586,+,3.266697184,K562
2897,chr19,54432625,54432659,-,3.199661376,HepG2
13611,chrX,54444624,54444670,+,3.266697184,K562
13612,chrX,54445166,54445211,+,3.199661376,HepG2
13613,chrX,55000428,55000499,+,5.03695252,K562
13614,chrX,55007662,55007715,+,4.105895486,K562
18834,chr1,55058504,55058552,+,5.611903774,HepG2
18835,chr1,55058511,55058551,+,7.564792897,HepG2
2921,chr19,55230188,55230260,-,15.40920273,K562
2920,chr19,55230166,55230255,-,15.91739413,K562
2922,chr19,55230382,55230426,-,6.45759775,K562
36062,chr2,55235532,55235565,+,5.37656421,K562
36065,chr2,55294820,55294857,-,5.340467232,HepG2
36063,chr2,55294686,55294763,-,7.857602086,HepG2
36064,chr2,55294729,55294793,-,4.070298109,HepG2
36066,chr2,55294881,55294950,-,3.504713402,HepG2
3131,chr19,55385932,55385956,+,33.63764949,K562
13615,chrX,55453101,55453227,+,6.099840782,K562
2940,chr19,55591456,55591508,-,4.017282261,K562
7706,chr15,55611671,55611715,-,5.779849793,HepG2
7705,chr15,55611654,55611716,-,4.52966126,HepG2
2941,chr19,55616873,55616936,+,3.682185412,K562
2942,chr19,55617036,55617078,+,3.199661376,HepG2
2949,chr19,55670675,55670719,+,3.693916752,HepG2
2950,chr19,55670681,55670773,+,8.836335421,HepG2
2951,chr19,55673952,55673993,+,3.55428109,HepG2
2964,chr19,55688914,55688958,+,6.29980467,HepG2
2965,chr19,55697152,55697196,+,4.739795003,HepG2
29761,chr12,55972694,55972732,+,4.308259517,K562
29760,chr12,55972605,55972655,+,3.016910938,HepG2
29759,chr12,55972597,55972659,+,12.06039589,K562
29764,chr12,56043362,56043385,+,6.466272034,K562
8893,chr7,56058014,56058091,+,4.367798095,K562
2967,chr19,56087664,56087712,-,3.536314955,HepG2
2966,chr19,56087628,56087686,-,6.464207677,K562
8896,chr7,56101605,56101657,-,16.12299168,K562
2968,chr19,56146253,56146313,+,4.01631793,HepG2
3132,chr19,56146244,56146308,+,3.991571025,K562
29812,chr12,56162698,56162731,-,3.805119784,K562
29813,chr12,56165324,56165400,-,3.36069115,K562
29826,chr12,56238688,56238726,-,7.134226259,HepG2
29825,chr12,56238645,56238730,-,11.40389025,K562
29827,chr12,56240770,56240812,-,3.96221267,HepG2
29823,chr12,56238634,56238731,-,8.971096647,K562
29824,chr12,56238642,56238688,-,6.814412237,HepG2
29821,chr12,56238518,56238566,-,11.9361557,K562
29822,chr12,56238596,56238623,-,3.199661376,HepG2
29819,chr12,56238437,56238470,-,4.28721069,K562
29820,chr12,56238514,56238565,-,11.82009678,K562
29818,chr12,56238326,56238369,-,3.610284393,K562
29828,chr12,56282897,56282913,-,7.013993118,HepG2
29830,chr12,56315842,56315911,-,4.628865613,K562
24067,chr20,56392681,56392714,+,3.536314955,HepG2
18911,chr1,56495016,56495076,-,5.639574165,HepG2
18912,chr1,56495017,56495083,-,7.134226259,HepG2
18910,chr1,56494808,56494861,-,4.640911235,HepG2
18913,chr1,56495658,56495704,-,3.693916752,HepG2
29854,chr12,56638219,56638265,-,28.85145904,K562
18914,chr1,56708268,56708297,+,3.693916752,HepG2
29855,chr12,56713185,56713190,-,16.97453028,K562
29856,chr12,56713536,56713542,-,16.43996179,K562
32635,chr17,56892046,56892088,-,3.199661376,HepG2
32636,chr17,56938346,56938457,-,7.235175302,K562
28059,chr4,57030248,57030310,+,3.610284393,K562
22130,chr16,57204658,57204722,+,3.016910938,HepG2
29868,chr12,57211275,57211314,+,3.016910938,HepG2
29867,chr12,57211201,57211248,+,3.917588427,HepG2
29869,chr12,57212414,57212432,+,5.098853371,HepG2
2977,chr19,57308169,57308237,+,3.991571025,K562
2976,chr19,57307906,57307959,+,3.96221267,HepG2
2978,chr19,57308487,57308536,+,3.178734411,K562
10762,chr11,57308910,57309009,-,11.90715764,K562
10763,chr11,57310194,57310234,-,3.96221267,HepG2
