,chrom,start,end,GENCODE_ID
17601,chr17,40456583,40457725,ENST00000269593.5
3987,chr13,40555666,40559034,ENST00000379561.6
19720,chr5,40711575,40716144,ENST00000337702.5
19721,chr5,40759388,40762777,ENST00000397128.7
11513,chr19,40800338,40801415,ENST00000594136.2
11514,chr19,40800338,40801415,ENST00000594136.2
11515,chr19,40800338,40801415,ENST00000594136.2
21194,chr15,40807659,40807868,ENST00000563530.1
21193,chr15,40807659,40807868,ENST00000563530.1
9249,chr22,40966200,40967884,ENST00000467617.1
3992,chr13,41127568,41130486,ENST00000379485.2
21195,chr15,41279389,41281887,ENST00000334660.10
21196,chr15,41279389,41281887,ENST00000334660.10
21213,chr15,41298040,41306539,ENST00000500949.7
21211,chr15,41298040,41306539,ENST00000500949.7
21212,chr15,41298040,41306539,ENST00000500949.7
11545,chr19,41322715,41324873,ENST00000269967.4
9267,chr22,41357429,41360147,ENST00000352645.5
9266,chr22,41357429,41360147,ENST00000352645.5
9264,chr22,41357429,41360147,ENST00000352645.5
9268,chr22,41357429,41360147,ENST00000352645.5
9265,chr22,41357429,41360147,ENST00000352645.5
9270,chr22,41433493,41436310,ENST00000327492.4
9271,chr22,41433493,41436310,ENST00000327492.4
9274,chr22,41433493,41436310,ENST00000327492.4
9273,chr22,41433493,41436310,ENST00000327492.4
9272,chr22,41433493,41436310,ENST00000327492.4
9269,chr22,41433493,41436310,ENST00000327492.4
9275,chr22,41459716,41460397,ENST00000216252.4
9276,chr22,41459716,41460397,ENST00000216252.4
21227,chr15,41480687,41483563,ENST00000389629.9
21226,chr15,41480687,41483563,ENST00000389629.9
17605,chr17,41523616,41523742,ENST00000361566.7
9277,chr22,41598027,41601096,ENST00000263256.7
38211,chr8,41621001,41625001,ENST00000396987.7
21228,chr15,41713150,41713496,ENST00000545763.6
33998,chr6,41736710,41736851,ENST00000373025.7
11553,chr19,41860254,41860289,ENST00000598466.5
11554,chr19,41860774,41860845,ENST00000598466.5
19722,chr5,41917299,41921636,ENST00000381647.7
19507,chr17,42020101,42020204,ENST00000587028.1
21240,chr15,42158700,42160753,ENST00000318006.10
11571,chr19,42247568,42248464,ENST00000222329.9
11575,chr19,42247568,42248464,ENST00000222329.9
11570,chr19,42247568,42248464,ENST00000222329.9
11576,chr19,42247568,42248464,ENST00000222329.9
11572,chr19,42247568,42248464,ENST00000222329.9
11573,chr19,42247568,42248464,ENST00000222329.9
11574,chr19,42247568,42248464,ENST00000222329.9
17820,chr17,42313323,42315744,ENST00000264657.10
17819,chr17,42313323,42315744,ENST00000264657.10
9327,chr22,42508343,42512909,ENST00000323013.7
17953,chr17,42698910,42699993,ENST00000264638.9
17960,chr17,42779069,42779599,ENST00000253794.7
17961,chr17,42796122,42796322,ENST00000591448.5
9349,chr22,42796501,42797587,ENST00000263245.10
17970,chr17,42911426,42914438,ENST00000253801.7
34085,chr6,42963864,42964334,ENST00000304611.13
17976,chr17,43014606,43016060,ENST00000355653.8
17975,chr17,43014606,43016060,ENST00000355653.8
38220,chr8,43018498,43030535,ENST00000307602.9
34148,chr6,43179190,43181506,ENST00000265354.6
34147,chr6,43179190,43181506,ENST00000265354.6
34151,chr6,43179190,43181506,ENST00000265354.6
34149,chr6,43179190,43181506,ENST00000265354.6
34150,chr6,43179190,43181506,ENST00000265354.6
35373,chr2,43222401,43224318,ENST00000282388.4
35372,chr2,43222401,43224318,ENST00000282388.4
35370,chr2,43222401,43224318,ENST00000282388.4
35369,chr2,43222401,43224318,ENST00000282388.4
35371,chr2,43222401,43224318,ENST00000282388.4
34156,chr6,43225634,43225961,ENST00000393987.2
34155,chr6,43225634,43225961,ENST00000393987.2
17984,chr17,43400338,43401137,ENST00000320033.5
17985,chr17,43400338,43401137,ENST00000320033.5
17983,chr17,43400338,43401137,ENST00000320033.5
13290,chr20,43461063,43464243,ENST00000244020.5
34164,chr6,43522333,43523867,ENST00000265351.12
11629,chr19,43607223,43607616,ENST00000300811.8
11628,chr19,43607223,43607616,ENST00000300811.8
11627,chr19,43607223,43607616,ENST00000300811.8
11632,chr19,43622367,43623329,ENST00000222374.3
11631,chr19,43622367,43623329,ENST00000222374.3
11630,chr19,43622367,43623329,ENST00000222374.3
11635,chr19,43622367,43623329,ENST00000222374.3
11633,chr19,43622367,43623329,ENST00000222374.3
11634,chr19,43622367,43623329,ENST00000222374.3
11636,chr19,43622367,43623329,ENST00000222374.3
23605,chr1,43704370,43705518,ENST00000372396.4
23607,chr1,43704370,43705518,ENST00000372396.4
23608,chr1,43704370,43705518,ENST00000372396.4
23606,chr1,43704370,43705518,ENST00000372396.4
23609,chr1,43704370,43705518,ENST00000372396.4
34172,chr6,43770183,43771312,ENST00000476772.5
34171,chr6,43770183,43771312,ENST00000476772.5
4701,chr3,44338121,44338319,ENST00000494638.5
18083,chr17,44352652,44353043,ENST00000586443.1
18104,chr17,44353214,44353732,ENST00000293443.12
18102,chr17,44353214,44353732,ENST00000293443.12
18103,chr17,44353214,44353732,ENST00000293443.12
7297,chr7,44379118,44386010,ENST00000355451.8
18107,chr17,44397415,44401453,ENST00000587228.5
18105,chr17,44397415,44401453,ENST00000587228.5
18106,chr17,44397415,44401453,ENST00000587228.5
13293,chr20,44406057,44407475,ENST00000683657.1
21394,chr15,44427641,44427772,ENST00000560834.1
6957,chr21,44457418,44462196,ENST00000291592.6
6955,chr21,44457418,44462196,ENST00000291592.6
6956,chr21,44457418,44462196,ENST00000291592.6
13301,chr20,44497440,44500295,ENST00000342374.5
13299,chr20,44497440,44500295,ENST00000342374.5
13300,chr20,44497440,44500295,ENST00000342374.5
15387,chrX,44523638,44524197,ENST00000378045.5
26860,chr11,44619126,44620358,ENST00000227155.9
26862,chr11,44619126,44620358,ENST00000227155.9
26861,chr11,44619126,44620358,ENST00000227155.9
6958,chr21,44768579,44771376,ENST00000345496.7
6959,chr21,44768579,44771376,ENST00000345496.7
23869,chr1,44775577,44775600,ENST00000470475.1
8451,chr7,44796890,44799874,ENST00000677521.1
11655,chr19,44819730,44820822,ENST00000611077.5
7317,chr7,44826790,44830143,ENST00000222690.10
11656,chr19,44873941,44874033,ENST00000587386.1
18108,chr17,44924708,44926399,ENST00000587309.5
11665,chr19,44948700,44948860,ENST00000585685.5
6987,chr21,44967033,44967181,ENST00000479127.5
1321,chr10,44976127,44977391,ENST00000298295.4
1317,chr10,44976127,44977391,ENST00000298295.4
1318,chr10,44976127,44977391,ENST00000298295.4
1314,chr10,44976127,44977391,ENST00000298295.4
1315,chr10,44976127,44977391,ENST00000298295.4
1320,chr10,44976127,44977391,ENST00000298295.4
1319,chr10,44976127,44977391,ENST00000298295.4
1316,chr10,44976127,44977391,ENST00000298295.4
1312,chr10,44976127,44977391,ENST00000298295.4
1313,chr10,44976127,44977391,ENST00000298295.4
15388,chrX,45060021,45060156,ENST00000675182.1
561,chr14,45129793,45129901,ENST00000557324.5
18131,chr17,45150270,45152099,ENST00000332499.4
18130,chr17,45150270,45152099,ENST00000332499.4
18129,chr17,45150270,45152099,ENST00000332499.4
18128,chr17,45150270,45152099,ENST00000332499.4
4712,chr3,45224465,45225124,ENST00000503771.2
4713,chr3,45224465,45225124,ENST00000503771.2
4714,chr3,45224465,45225124,ENST00000503771.2
13333,chr20,45325287,45327263,ENST00000372733.3
13331,chr20,45325287,45327263,ENST00000372733.3
13330,chr20,45325287,45327263,ENST00000372733.3
13332,chr20,45325287,45327263,ENST00000372733.3
11710,chr19,45409501,45410737,ENST00000309424.8
6995,chr21,45512564,45515657,ENST00000311124.9
6996,chr21,45512564,45515657,ENST00000311124.9
4009,chr13,45534731,45536701,ENST00000349995.10
11745,chr19,45710628,45711683,ENST00000317683.4
11746,chr19,45710628,45711683,ENST00000317683.4
11760,chr19,45815447,45815697,ENST00000600237.5
11762,chr19,45883607,45884019,ENST00000302165.5
11763,chr19,45883607,45884019,ENST00000302165.5
11764,chr19,45883607,45884019,ENST00000302165.5
11761,chr19,45883607,45884019,ENST00000302165.5
11765,chr19,45890022,45890622,ENST00000322217.6
2413,chr12,45919130,45922047,ENST00000369367.8
2415,chr12,45919130,45922047,ENST00000369367.8
2414,chr12,45919130,45922047,ENST00000369367.8
13530,chr20,45948659,45948952,ENST00000322927.3
2416,chr12,46183062,46188969,ENST00000398637.10
23911,chr1,46278403,46279084,ENST00000472710.2
9363,chr22,46330130,46330810,ENST00000454366.2
2419,chr12,46358187,46361110,ENST00000256689.10
2420,chr12,46358187,46361110,ENST00000256689.10
2417,chr12,46358187,46361110,ENST00000256689.10
2418,chr12,46358187,46361110,ENST00000256689.10
2421,chr12,46358187,46361110,ENST00000256689.10
2422,chr12,46358187,46361110,ENST00000256689.10
2423,chr12,46358187,46361110,ENST00000256689.10
26863,chr11,46366243,46366526,ENST00000525434.5
30018,chr16,46578590,46581728,ENST00000303383.8
30019,chr16,46578590,46581728,ENST00000303383.8
11805,chr19,46674313,46674735,ENST00000597390.5
4012,chr13,46750650,46753040,ENST00000311191.10
26954,chr11,46856716,46858982,ENST00000378623.6
30028,chr16,46968083,46968164,ENST00000563158.1
11850,chr19,47000688,47005077,ENST00000672722.1
11849,chr19,47000688,47005077,ENST00000672722.1
30029,chr16,47154390,47155718,ENST00000320640.11
30030,chr16,47154390,47155718,ENST00000320640.11
23962,chr1,47227162,47230750,ENST00000422216.1
34218,chr6,47231531,47232764,ENST00000296861.2
11925,chr19,47271678,47271953,ENST00000221922.11
11924,chr19,47271678,47271953,ENST00000221922.11
11926,chr19,47271678,47271953,ENST00000221922.11
26997,chr11,47358180,47358598,ENST00000533968.1
4790,chr3,47409927,47411686,ENST00000602307.5
26998,chr11,47412047,47412393,ENST00000531974.5
27002,chr11,47422829,47422973,ENST00000530887.5
4817,chr3,47585268,47588208,ENST00000254480.10
4815,chr3,47585268,47588208,ENST00000254480.10
4816,chr3,47585268,47588208,ENST00000254480.10
4818,chr3,47585268,47588208,ENST00000254480.10
4819,chr3,47585268,47588208,ENST00000254480.10
34221,chr6,47624227,47627263,ENST00000359314.5
34220,chr6,47624227,47627263,ENST00000359314.5
34219,chr6,47624227,47627263,ENST00000359314.5
18168,chr17,47658507,47658660,ENST00000577918.5
13579,chr20,47682993,47683169,ENST00000698128.1
11931,chr19,47741432,47743134,ENST00000263277.8
4820,chr3,47849866,47850192,ENST00000395745.6
4013,chr13,48075723,48077138,ENST00000258648.7
4014,chr13,48079776,48079991,ENST00000422483.1
4880,chr3,48443847,48444203,ENST00000477624.1
11972,chr19,48453025,48457022,ENST00000253237.10
11974,chr19,48453025,48457022,ENST00000253237.10
11973,chr19,48453025,48457022,ENST00000253237.10
4923,chr3,48517683,48519746,ENST00000232375.8
4922,chr3,48517683,48519746,ENST00000232375.8
18253,chr17,48542654,48543067,ENST00000330070.6
18257,chr17,48575506,48576721,ENST00000332503.6
18256,chr17,48575506,48576721,ENST00000332503.6
18258,chr17,48575506,48576721,ENST00000332503.6
15403,chrX,48597533,48599462,ENST00000492715.1
4924,chr3,48599634,48599710,ENST00000415995.5
4925,chr3,48600062,48600151,ENST00000415995.5
4926,chr3,48600974,48601118,ENST00000415995.5
11979,chr19,48616078,48616202,ENST00000549370.5
18263,chr17,48621155,48622899,ENST00000311177.7
18262,chr17,48621155,48622899,ENST00000311177.7
18261,chr17,48621155,48622899,ENST00000311177.7
18260,chr17,48621155,48622899,ENST00000311177.7
18259,chr17,48621155,48622899,ENST00000311177.7
11980,chr19,48873746,48874021,ENST00000704025.1
11981,chr19,48873746,48874021,ENST00000704025.1
11982,chr19,48875093,48876036,ENST00000600406.2
11983,chr19,48875093,48876036,ENST00000600406.2
15612,chrX,48895037,48895101,ENST00000466995.5
6624,chr18,48919852,48921371,ENST00000262158.8
6623,chr18,48919852,48921371,ENST00000262158.8
2456,chr12,48935722,48938946,ENST00000256682.9
2454,chr12,48935722,48938946,ENST00000256682.9
2453,chr12,48935722,48938946,ENST00000256682.9
2455,chr12,48935722,48938946,ENST00000256682.9
12068,chr19,48966735,48966879,ENST00000331825.11
12069,chr19,48966735,48966879,ENST00000331825.11
2540,chr12,49031174,49033964,ENST00000692841.1
2539,chr12,49031174,49033964,ENST00000692841.1
18278,chr17,49049444,49056145,ENST00000290341.8
2541,chr12,49053475,49053641,ENST00000692465.1
2545,chr12,49086655,49089858,ENST00000649637.2
2558,chr12,49184685,49185821,ENST00000679733.1
12115,chr19,49429400,49430518,ENST00000221485.8
9367,chr22,49552651,49556473,ENST00000391625.2
12133,chr19,49625607,49626439,ENST00000418929.7
12132,chr19,49625607,49626439,ENST00000418929.7
9368,chr22,49630510,49631371,ENST00000692482.2
13617,chr20,49632944,49636311,ENST00000371711.4
13613,chr20,49632944,49636311,ENST00000371711.4
13614,chr20,49632944,49636311,ENST00000371711.4
13615,chr20,49632944,49636311,ENST00000371711.4
13616,chr20,49632944,49636311,ENST00000371711.4
13619,chr20,49632944,49636311,ENST00000371711.4
13618,chr20,49632944,49636311,ENST00000371711.4
12134,chr19,49666684,49667030,ENST00000601168.1
18281,chr17,49710331,49711254,ENST00000240364.7
18282,chr17,49710331,49711254,ENST00000240364.7
3867,chr12,49753037,49753081,ENST00000553022.1
12159,chr19,49767006,49767200,ENST00000600199.1
9399,chr22,49817247,49817712,ENST00000444011.1
12204,chr19,49860279,49860742,ENST00000391842.6
12203,chr19,49860279,49860742,ENST00000391842.6
12255,chr19,49933092,49933935,ENST00000423777.7
12256,chr19,49933092,49933935,ENST00000423777.7
9400,chr22,49961441,49961646,ENST00000467480.1
9401,chr22,49961441,49961646,ENST00000467480.1
9416,chr22,49963127,49964072,ENST00000360612.5
9406,chr22,49963127,49964072,ENST00000360612.5
9403,chr22,49963127,49964072,ENST00000360612.5
9411,chr22,49963127,49964072,ENST00000360612.5
9404,chr22,49963127,49964072,ENST00000360612.5
9407,chr22,49963127,49964072,ENST00000360612.5
9412,chr22,49963127,49964072,ENST00000360612.5
9413,chr22,49963127,49964072,ENST00000360612.5
9414,chr22,49963127,49964072,ENST00000360612.5
9405,chr22,49963127,49964072,ENST00000360612.5
9415,chr22,49963127,49964072,ENST00000360612.5
9408,chr22,49963127,49964072,ENST00000360612.5
9402,chr22,49963127,49964072,ENST00000360612.5
9417,chr22,49963127,49964072,ENST00000360612.5
9410,chr22,49963127,49964072,ENST00000360612.5
9418,chr22,49963127,49964072,ENST00000360612.5
9409,chr22,49963127,49964072,ENST00000360612.5
18288,chr17,50133736,50135330,ENST00000612501.2
18284,chr17,50133736,50135330,ENST00000612501.2
18286,chr17,50133736,50135330,ENST00000612501.2
18287,chr17,50133736,50135330,ENST00000612501.2
18283,chr17,50133736,50135330,ENST00000612501.2
18290,chr17,50133736,50135330,ENST00000612501.2
18285,chr17,50133736,50135330,ENST00000612501.2
18289,chr17,50133736,50135330,ENST00000612501.2
13651,chr20,50192071,50192668,ENST00000303004.5
13656,chr20,50192071,50192668,ENST00000303004.5
13657,chr20,50192071,50192668,ENST00000303004.5
13655,chr20,50192071,50192668,ENST00000303004.5
13654,chr20,50192071,50192668,ENST00000303004.5
13652,chr20,50192071,50192668,ENST00000303004.5
13653,chr20,50192071,50192668,ENST00000303004.5
5046,chr3,50324908,50326120,ENST00000232496.5
18304,chr17,50381237,50382987,ENST00000225972.8
18303,chr17,50381237,50382987,ENST00000225972.8
12569,chr19,50384280,50384390,ENST00000600746.2
12271,chr19,50398850,50399053,ENST00000600746.2
12283,chr19,50482259,50490871,ENST00000334976.11
18309,chr17,50547664,50547954,ENST00000508598.5
30041,chr16,50548716,50548749,ENST00000564336.1
30046,chr16,50633781,50649249,ENST00000268459.6
30044,chr16,50633781,50649249,ENST00000268459.6
30042,chr16,50633781,50649249,ENST00000268459.6
30043,chr16,50633781,50649249,ENST00000268459.6
30045,chr16,50633781,50649249,ENST00000268459.6
18312,chr17,50693197,50695996,ENST00000285243.7
2594,chr12,50819779,50821162,ENST00000262053.8
6464,chr3,51385408,51386335,ENST00000470900.1
12286,chr19,51581367,51581517,ENST00000600460.1
4039,chr13,51759769,51767709,ENST00000298125.7
21452,chr15,51908810,51915725,ENST00000308580.12
2610,chr12,51994110,51997078,ENST00000257963.9
12287,chr19,52218250,52219793,ENST00000703402.1
23982,chr1,52237487,52239595,ENST00000361625.5
5172,chr3,52254433,52257489,ENST00000296490.8
5171,chr3,52254433,52257489,ENST00000296490.8
5167,chr3,52254433,52257489,ENST00000296490.8
5168,chr3,52254433,52257489,ENST00000296490.8
5175,chr3,52254433,52257489,ENST00000296490.8
5170,chr3,52254433,52257489,ENST00000296490.8
5169,chr3,52254433,52257489,ENST00000296490.8
5173,chr3,52254433,52257489,ENST00000296490.8
5174,chr3,52254433,52257489,ENST00000296490.8
1376,chr10,52316807,52317657,ENST00000373970.4
1375,chr10,52316807,52317657,ENST00000373970.4
1374,chr10,52316807,52317657,ENST00000373970.4
5186,chr3,52433034,52435602,ENST00000231721.7
4048,chr13,52473534,52474084,ENST00000459902.1
34235,chr6,52497407,52503196,ENST00000182527.4
573,chr14,52639914,52643569,ENST00000395686.8
23989,chr1,52684448,52687719,ENST00000371538.5
5196,chr3,52708443,52711776,ENST00000233027.10
19754,chr5,52801840,52804044,ENST00000274311.3
2611,chr12,52949126,52949590,ENST00000549078.5
19758,chr5,53090599,53094779,ENST00000296585.10
19760,chr5,53090599,53094779,ENST00000296585.10
19761,chr5,53090599,53094779,ENST00000296585.10
19759,chr5,53090599,53094779,ENST00000296585.10
2615,chr12,53187590,53195142,ENST00000416904.5
5203,chr3,53283428,53287579,ENST00000610213.6
5202,chr3,53283428,53287579,ENST00000610213.6
2659,chr12,53512053,53517136,ENST00000420353.7
24020,chr1,53765477,53767969,ENST00000371429.4
579,chr14,53950621,53950801,ENST00000558961.1
1061,chr14,53950621,53950801,ENST00000558961.1
12346,chr19,54179662,54180702,ENST00000495279.2
26223,chr1,54200203,54200241,ENST00000490670.1
2737,chr12,54350523,54351846,ENST00000262061.7
2738,chr12,54350523,54351846,ENST00000262061.7
2739,chr12,54350523,54351846,ENST00000262061.7
12352,chr19,54431098,54433711,ENST00000391739.7
15747,chrX,54444550,54448032,ENST00000375151.5
15748,chrX,54444550,54448032,ENST00000375151.5
15749,chrX,55000392,55000579,ENST00000471758.1
15750,chrX,55007435,55009057,ENST00000374987.4
24072,chr1,55058498,55058647,ENST00000490692.1
24071,chr1,55058498,55058647,ENST00000490692.1
12377,chr19,55229778,55230527,ENST00000412770.7
12375,chr19,55229778,55230527,ENST00000412770.7
12376,chr19,55229778,55230527,ENST00000412770.7
35767,chr2,55235427,55235609,ENST00000495843.1
35771,chr2,55293552,55295063,ENST00000426576.6
35768,chr2,55293552,55295063,ENST00000426576.6
35770,chr2,55293552,55295063,ENST00000426576.6
35769,chr2,55293552,55295063,ENST00000426576.6
12586,chr19,55385942,55385965,ENST00000560881.5
15751,chrX,55453034,55453566,ENST00000342972.3
12395,chr19,55591375,55592449,ENST00000221665.5
21489,chr15,55611543,55620011,ENST00000389286.9
21488,chr15,55611543,55620011,ENST00000389286.9
12396,chr19,55616798,55617269,ENST00000568956.2
12397,chr19,55616798,55617269,ENST00000568956.2
12405,chr19,55670631,55670740,ENST00000592252.1
12404,chr19,55670631,55670740,ENST00000592252.1
12406,chr19,55673933,55674707,ENST00000592874.2
12419,chr19,55688869,55688994,ENST00000591743.1
12420,chr19,55695356,55709533,ENST00000270460.11
2773,chr12,55971625,55972789,ENST00000266970.9
2775,chr12,55971625,55972789,ENST00000266970.9
2774,chr12,55971625,55972789,ENST00000266970.9
2778,chr12,56042424,56043493,ENST00000548590.1
7422,chr7,56057992,56058103,ENST00000482776.1
12422,chr19,56087365,56088022,ENST00000610935.2
12421,chr19,56087365,56088022,ENST00000610935.2
7425,chr7,56101572,56101850,ENST00000395422.4
12587,chr19,56146246,56146420,ENST00000587195.5
12423,chr19,56146246,56146420,ENST00000587195.5
2826,chr12,56162358,56163688,ENST00000550164.6
2827,chr12,56165317,56165699,ENST00000552674.5
2835,chr12,56237806,56243141,ENST00000267116.8
2840,chr12,56237806,56243141,ENST00000267116.8
2834,chr12,56237806,56243141,ENST00000267116.8
2832,chr12,56237806,56243141,ENST00000267116.8
2838,chr12,56237806,56243141,ENST00000267116.8
2836,chr12,56237806,56243141,ENST00000267116.8
2839,chr12,56237806,56243141,ENST00000267116.8
2833,chr12,56237806,56243141,ENST00000267116.8
2837,chr12,56237806,56243141,ENST00000267116.8
2841,chr12,56237806,56243141,ENST00000267116.8
2842,chr12,56282859,56282991,ENST00000549143.5
2844,chr12,56314528,56317992,ENST00000660360.2
13704,chr20,56392521,56392713,ENST00000613138.1
24150,chr1,56494760,56496550,ENST00000371250.4
24148,chr1,56494760,56496550,ENST00000371250.4
24149,chr1,56494760,56496550,ENST00000371250.4
24147,chr1,56494760,56496550,ENST00000371250.4
2868,chr12,56638174,56638322,ENST00000262030.8
24151,chr1,56707713,56715335,ENST00000371244.9
2869,chr12,56713061,56713190,ENST00000547914.5
2870,chr12,56713536,56713553,ENST00000547914.5
18365,chr17,56891582,56892229,ENST00000572021.6
18366,chr17,56938198,56939070,ENST00000240316.5
14479,chr4,57030203,57030399,ENST00000478188.5
30182,chr16,57204503,57205269,ENST00000566352.1
2882,chr12,57211175,57211350,ENST00000556356.1
2881,chr12,57211175,57211350,ENST00000556356.1
2883,chr12,57212414,57213340,ENST00000556356.1
12431,chr19,57304304,57308562,ENST00000593427.1
12433,chr19,57304304,57308562,ENST00000593427.1
12432,chr19,57304304,57308562,ENST00000593427.1
27046,chr11,57308890,57310556,ENST00000528882.5
27048,chr11,57308890,57310556,ENST00000528882.5
27047,chr11,57308890,57310556,ENST00000528882.5
27049,chr11,57325987,57326406,ENST00000278412.7
30213,chr16,57431150,57431255,ENST00000570000.5
30215,chr16,57471119,57472009,ENST00000219252.10
30214,chr16,57471119,57472009,ENST00000219252.10
6638,chr18,57476723,57491298,ENST00000491143.3
2944,chr12,57517282,57517569,ENST00000537638.6
2945,chr12,57527501,57528017,ENST00000548550.1
13735,chr20,57565804,57568121,ENST00000319441.6
6648,chr18,57600655,57601651,ENST00000256854.10
6649,chr18,57602354,57602486,ENST00000586807.5
3034,chr12,57819926,57823601,ENST00000398073.7
3032,chr12,57819926,57823601,ENST00000398073.7
3033,chr12,57819926,57823601,ENST00000398073.7
3031,chr12,57819926,57823601,ENST00000398073.7
6650,chr18,58045086,58045477,ENST00000617539.1
30233,chr16,58045446,58046901,ENST00000219271.4
30230,chr16,58045446,58046901,ENST00000219271.4
30229,chr16,58045446,58046901,ENST00000219271.4
30228,chr16,58045446,58046901,ENST00000219271.4
30227,chr16,58045446,58046901,ENST00000219271.4
30231,chr16,58045446,58046901,ENST00000219271.4
30232,chr16,58045446,58046901,ENST00000219271.4
18384,chr17,58089279,58095542,ENST00000579991.3
18398,chr17,58089279,58095542,ENST00000579991.3
18392,chr17,58089279,58095542,ENST00000579991.3
18401,chr17,58089279,58095542,ENST00000579991.3
18396,chr17,58089279,58095542,ENST00000579991.3
18397,chr17,58089279,58095542,ENST00000579991.3
18400,chr17,58089279,58095542,ENST00000579991.3
18391,chr17,58089279,58095542,ENST00000579991.3
18381,chr17,58089279,58095542,ENST00000579991.3
18390,chr17,58089279,58095542,ENST00000579991.3
18402,chr17,58089279,58095542,ENST00000579991.3
18395,chr17,58089279,58095542,ENST00000579991.3
18394,chr17,58089279,58095542,ENST00000579991.3
18393,chr17,58089279,58095542,ENST00000579991.3
18385,chr17,58089279,58095542,ENST00000579991.3
18386,chr17,58089279,58095542,ENST00000579991.3
18387,chr17,58089279,58095542,ENST00000579991.3
18388,chr17,58089279,58095542,ENST00000579991.3
18389,chr17,58089279,58095542,ENST00000579991.3
18382,chr17,58089279,58095542,ENST00000579991.3
18383,chr17,58089279,58095542,ENST00000579991.3
18399,chr17,58089279,58095542,ENST00000579991.3
30234,chr16,58113591,58114024,ENST00000262498.8
30235,chr16,58113591,58114024,ENST00000262498.8
13736,chr20,58359703,58367507,ENST00000244040.4
13737,chr20,58359703,58367507,ENST00000244040.4
1389,chr10,58395074,58399220,ENST00000487519.6
1388,chr10,58395074,58399220,ENST00000487519.6
18440,chr17,58415465,58415766,ENST00000583841.1
18439,chr17,58415465,58415766,ENST00000583841.1
30249,chr16,58525988,58526138,ENST00000567188.5
12445,chr19,58549330,58549444,ENST00000595028.1
12446,chr19,58549449,58549650,ENST00000595974.5
12449,chr19,58555711,58556088,ENST00000253023.8
12450,chr19,58555711,58556088,ENST00000253023.8
21501,chr15,58588808,58597546,ENST00000260408.8
27441,chr11,58617706,58621550,ENST00000316059.7
21506,chr15,58747344,58748911,ENST00000461408.2
21516,chr15,59123516,59123790,ENST00000559301.1
1391,chr10,59245056,59246147,ENST00000486074.2
1390,chr10,59245056,59246147,ENST00000486074.2
6652,chr18,59327822,59331092,ENST00000251047.6
6653,chr18,59327822,59331092,ENST00000251047.6
6651,chr18,59327822,59331092,ENST00000251047.6
27442,chr11,59574397,59576576,ENST00000263847.6
27443,chr11,59574397,59576576,ENST00000263847.6
27444,chr11,59636715,59638389,ENST00000300146.10
19530,chr17,59673650,59673772,ENST00000579815.1
1403,chr10,59788746,59792916,ENST00000263102.7
27447,chr11,59806139,59806346,ENST00000300151.5
27448,chr11,59806139,59806346,ENST00000300151.5
615,chr14,60282683,60283537,ENST00000531143.6
616,chr14,60282683,60283537,ENST00000531143.6
617,chr14,60282683,60283537,ENST00000531143.6
21521,chr15,60488283,60497454,ENST00000335670.11
19827,chr5,60596911,60597752,ENST00000265036.10
19825,chr5,60596911,60597752,ENST00000265036.10
19826,chr5,60596911,60597752,ENST00000265036.10
27525,chr11,61341674,61341912,ENST00000533853.1
24198,chr1,61455320,61462788,ENST00000403491.8
24199,chr1,61455320,61462788,ENST00000403491.8
24197,chr1,61455320,61462788,ENST00000403491.8
24196,chr1,61455320,61462788,ENST00000403491.8
24200,chr1,61455320,61462788,ENST00000403491.8
24195,chr1,61455320,61462788,ENST00000403491.8
38303,chr8,61500555,61503358,ENST00000379454.9
38305,chr8,61500555,61503358,ENST00000379454.9
38304,chr8,61500555,61503358,ENST00000379454.9
18472,chr17,61801252,61801474,ENST00000683692.1
18478,chr17,61942604,61946467,ENST00000397786.7
18477,chr17,61942604,61946467,ENST00000397786.7
18484,chr17,61942604,61946467,ENST00000397786.7
18483,chr17,61942604,61946467,ENST00000397786.7
18479,chr17,61942604,61946467,ENST00000397786.7
18481,chr17,61942604,61946467,ENST00000397786.7
18482,chr17,61942604,61946467,ENST00000397786.7
18480,chr17,61942604,61946467,ENST00000397786.7
13826,chr20,62134162,62135374,ENST00000279068.11
13827,chr20,62134162,62135374,ENST00000279068.11
13828,chr20,62134162,62135374,ENST00000279068.11
13820,chr20,62134162,62135374,ENST00000279068.11
13823,chr20,62134162,62135374,ENST00000279068.11
13822,chr20,62134162,62135374,ENST00000279068.11
13821,chr20,62134162,62135374,ENST00000279068.11
13819,chr20,62134162,62135374,ENST00000279068.11
13825,chr20,62134162,62135374,ENST00000279068.11
13824,chr20,62134162,62135374,ENST00000279068.11
35928,chr2,62223414,62224731,ENST00000301998.5
35926,chr2,62223414,62224731,ENST00000301998.5
35925,chr2,62223414,62224731,ENST00000301998.5
35927,chr2,62223414,62224731,ENST00000301998.5
13829,chr20,62309064,62309335,ENST00000252999.7
13830,chr20,62387610,62387674,ENST00000492356.2
27630,chr11,62515901,62516743,ENST00000378024.9
27627,chr11,62515901,62516743,ENST00000378024.9
27629,chr11,62515901,62516743,ENST00000378024.9
27628,chr11,62515901,62516743,ENST00000378024.9
27631,chr11,62560281,62560454,ENST00000496634.2
27632,chr11,62566805,62567010,ENST00000496634.2
27725,chr11,62626064,62626165,ENST00000532402.5
27726,chr11,62627288,62627353,ENST00000532402.5
27727,chr11,62628768,62629012,ENST00000532402.5
