chromosome,start_coord,end_coord,peak_id,strand,RBP_name,experiment_method,sample_or_tissue_used,accession_of_raw_data,confidence_score
chr19,17235890,17235943,human_RBP_eCLIP_ENCODE_608645,-,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr19,17278979,17279073,human_RBP_eCLIP_ENCODE_613610,+,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr19,17279124,17279217,human_RBP_eCLIP_ENCODE_613611,+,DDX6,eCLIP,K562,ENCODE,5.03695252013292
chr19,17279162,17279228,human_RBP_eCLIP_ENCODE_608646,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,17279228,17279311,human_RBP_eCLIP_ENCODE_608647,+,DDX6,eCLIP,K562,ENCODE,4.2271941634787
chr19,17306204,17306250,human_RBP_eCLIP_ENCODE_622089,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,17341200,17341251,human_RBP_eCLIP_ENCODE_608648,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,17402962,17403024,human_RBP_eCLIP_ENCODE_613612,-,DDX6,eCLIP,K562,ENCODE,18.2980695346814
chr19,17402965,17403063,human_RBP_eCLIP_ENCODE_608649,-,DDX6,eCLIP,K562,ENCODE,46.2283390406511
chr19,17402975,17403018,human_RBP_eCLIP_ENCODE_622090,-,DDX6,eCLIP,HepG2,ENCODE,8.76538275927312
chr19,17402981,17403020,human_RBP_eCLIP_ENCODE_617269,-,DDX6,eCLIP,HepG2,ENCODE,5.0898727572714
chr19,17403096,17403160,human_RBP_eCLIP_ENCODE_613613,-,DDX6,eCLIP,K562,ENCODE,13.2724587429714
chr19,17403105,17403156,human_RBP_eCLIP_ENCODE_608650,-,DDX6,eCLIP,K562,ENCODE,12.8685738278525
chr19,17403219,17403265,human_RBP_eCLIP_ENCODE_617270,-,DDX6,eCLIP,HepG2,ENCODE,4.00725354453283
chr19,17415586,17415646,human_RBP_eCLIP_ENCODE_608651,+,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr19,17568600,17568647,human_RBP_eCLIP_ENCODE_622092,+,DDX6,eCLIP,HepG2,ENCODE,5.32198595020629
chr19,17576990,17577025,human_RBP_eCLIP_ENCODE_608652,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,17581450,17581487,human_RBP_eCLIP_ENCODE_622094,+,DDX6,eCLIP,HepG2,ENCODE,3.55428108964201
chr19,17581522,17581566,human_RBP_eCLIP_ENCODE_622095,+,DDX6,eCLIP,HepG2,ENCODE,6.81441223670455
chr19,17581624,17581666,human_RBP_eCLIP_ENCODE_622096,+,DDX6,eCLIP,HepG2,ENCODE,5.52910138592038
chr19,17582720,17582775,human_RBP_eCLIP_ENCODE_622097,+,DDX6,eCLIP,HepG2,ENCODE,8.91737940570477
chr19,17582848,17582934,human_RBP_eCLIP_ENCODE_622098,+,DDX6,eCLIP,HepG2,ENCODE,10.9167715882343
chr19,17582949,17583011,human_RBP_eCLIP_ENCODE_622099,+,DDX6,eCLIP,HepG2,ENCODE,12.4626772912655
chr19,17582967,17583025,human_RBP_eCLIP_ENCODE_613615,+,DDX6,eCLIP,K562,ENCODE,5.07587217469582
chr19,17583068,17583123,human_RBP_eCLIP_ENCODE_613616,+,DDX6,eCLIP,K562,ENCODE,4.28721069008856
chr19,17719519,17719578,human_RBP_eCLIP_ENCODE_608654,+,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr19,17726131,17726191,human_RBP_eCLIP_ENCODE_608655,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,18013971,18014039,human_RBP_eCLIP_ENCODE_608656,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,18154343,18154350,human_RBP_eCLIP_ENCODE_622100,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,18154350,18154381,human_RBP_eCLIP_ENCODE_622101,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,18279784,18279826,human_RBP_eCLIP_ENCODE_617271,-,DDX6,eCLIP,HepG2,ENCODE,10.6584467778904
chr19,18279785,18279819,human_RBP_eCLIP_ENCODE_622102,-,DDX6,eCLIP,HepG2,ENCODE,5.61190377400851
chr19,18280326,18280344,human_RBP_eCLIP_ENCODE_613617,-,DDX6,eCLIP,K562,ENCODE,5.5723576314305
chr19,18280332,18280350,human_RBP_eCLIP_ENCODE_617272,-,DDX6,eCLIP,HepG2,ENCODE,7.3136983378454
chr19,18280421,18280430,human_RBP_eCLIP_ENCODE_617273,-,DDX6,eCLIP,HepG2,ENCODE,5.63957416480209
chr19,18280658,18280696,human_RBP_eCLIP_ENCODE_608657,-,DDX6,eCLIP,K562,ENCODE,8.43330330488354
chr19,18280795,18280805,human_RBP_eCLIP_ENCODE_608658,-,DDX6,eCLIP,K562,ENCODE,6.50082516459459
chr19,18307261,18307316,human_RBP_eCLIP_ENCODE_622103,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,18367377,18367426,human_RBP_eCLIP_ENCODE_617274,+,DDX6,eCLIP,HepG2,ENCODE,4.01631793013681
chr19,18386368,18386384,human_RBP_eCLIP_ENCODE_617275,+,DDX6,eCLIP,HepG2,ENCODE,7.60790127283601
chr19,18386835,18386865,human_RBP_eCLIP_ENCODE_613618,+,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr19,18388465,18388502,human_RBP_eCLIP_ENCODE_608659,+,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr19,18388553,18388597,human_RBP_eCLIP_ENCODE_617276,+,DDX6,eCLIP,HepG2,ENCODE,15.0333186689373
chr19,18388686,18388740,human_RBP_eCLIP_ENCODE_613619,+,DDX6,eCLIP,K562,ENCODE,6.46627203401885
chr19,18388841,18388863,human_RBP_eCLIP_ENCODE_608660,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,18388938,18389031,human_RBP_eCLIP_ENCODE_608661,+,DDX6,eCLIP,K562,ENCODE,8.35634946849072
chr19,18388945,18389027,human_RBP_eCLIP_ENCODE_622104,+,DDX6,eCLIP,HepG2,ENCODE,23.1990012713924
chr19,18388979,18389049,human_RBP_eCLIP_ENCODE_613621,+,DDX6,eCLIP,K562,ENCODE,16.2798346578747
chr19,18389079,18389150,human_RBP_eCLIP_ENCODE_613622,+,DDX6,eCLIP,K562,ENCODE,17.3421146147468
chr19,18389081,18389133,human_RBP_eCLIP_ENCODE_617278,+,DDX6,eCLIP,HepG2,ENCODE,30.159116386411
chr19,18389087,18389140,human_RBP_eCLIP_ENCODE_608662,+,DDX6,eCLIP,K562,ENCODE,6.50082516459459
chr19,18389090,18389135,human_RBP_eCLIP_ENCODE_622105,+,DDX6,eCLIP,HepG2,ENCODE,13.6688078328025
chr19,18420443,18420487,human_RBP_eCLIP_ENCODE_608663,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,18420453,18420506,human_RBP_eCLIP_ENCODE_613623,+,DDX6,eCLIP,K562,ENCODE,6.17297584378892
chr19,18426241,18426296,human_RBP_eCLIP_ENCODE_608664,+,DDX6,eCLIP,K562,ENCODE,5.84539711128775
chr19,18426501,18426539,human_RBP_eCLIP_ENCODE_608665,+,DDX6,eCLIP,K562,ENCODE,4.62886561260517
chr19,18434175,18434209,human_RBP_eCLIP_ENCODE_608666,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,18434243,18434312,human_RBP_eCLIP_ENCODE_608667,+,DDX6,eCLIP,K562,ENCODE,7.72243662394408
chr19,18437234,18437292,human_RBP_eCLIP_ENCODE_608669,-,DDX6,eCLIP,K562,ENCODE,11.1961060781977
chr19,18437422,18437485,human_RBP_eCLIP_ENCODE_613624,-,DDX6,eCLIP,K562,ENCODE,15.4461291046563
chr19,18437429,18437500,human_RBP_eCLIP_ENCODE_608670,-,DDX6,eCLIP,K562,ENCODE,22.2385683521195
chr19,18443680,18443727,human_RBP_eCLIP_ENCODE_622106,-,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,18448847,18448889,human_RBP_eCLIP_ENCODE_622107,-,DDX6,eCLIP,HepG2,ENCODE,3.88231052433895
chr19,18458712,18458721,human_RBP_eCLIP_ENCODE_622108,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr19,18458721,18458751,human_RBP_eCLIP_ENCODE_622109,-,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr19,18532189,18532219,human_RBP_eCLIP_ENCODE_608671,-,DDX6,eCLIP,K562,ENCODE,6.45759774961657
chr19,18538425,18538433,human_RBP_eCLIP_ENCODE_608672,-,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr19,18539370,18539375,human_RBP_eCLIP_ENCODE_608673,-,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr19,18541972,18541996,human_RBP_eCLIP_ENCODE_608674,-,DDX6,eCLIP,K562,ENCODE,13.5642033962989
chr19,18543485,18543560,human_RBP_eCLIP_ENCODE_608675,-,DDX6,eCLIP,K562,ENCODE,15.4092027333832
chr19,18557856,18557915,human_RBP_eCLIP_ENCODE_613625,+,DDX6,eCLIP,K562,ENCODE,3.80511978389296
chr19,18572769,18572817,human_RBP_eCLIP_ENCODE_608676,+,DDX6,eCLIP,K562,ENCODE,4.68198260245994
chr19,18576337,18576375,human_RBP_eCLIP_ENCODE_608677,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,18593302,18593364,human_RBP_eCLIP_ENCODE_622110,-,DDX6,eCLIP,HepG2,ENCODE,25.7753115825427
chr19,18620812,18620895,human_RBP_eCLIP_ENCODE_617279,+,DDX6,eCLIP,HepG2,ENCODE,3.0169109376207
chr19,18620819,18620874,human_RBP_eCLIP_ENCODE_622112,+,DDX6,eCLIP,HepG2,ENCODE,4.26933939226396
chr19,18708365,18708417,human_RBP_eCLIP_ENCODE_608678,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,18770816,18770865,human_RBP_eCLIP_ENCODE_617280,+,DDX6,eCLIP,HepG2,ENCODE,4.64091123543591
chr19,18770965,18771013,human_RBP_eCLIP_ENCODE_622113,+,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr19,18842293,18842333,human_RBP_eCLIP_ENCODE_622114,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,18865560,18865577,human_RBP_eCLIP_ENCODE_608680,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,18866650,18866702,human_RBP_eCLIP_ENCODE_617281,+,DDX6,eCLIP,HepG2,ENCODE,4.06415877830282
chr19,18867493,18867515,human_RBP_eCLIP_ENCODE_608681,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,18867496,18867532,human_RBP_eCLIP_ENCODE_613627,+,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr19,18867999,18868050,human_RBP_eCLIP_ENCODE_622115,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,18899551,18899599,human_RBP_eCLIP_ENCODE_608682,-,DDX6,eCLIP,K562,ENCODE,4.10589548581183
chr19,18903277,18903327,human_RBP_eCLIP_ENCODE_613628,-,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr19,19033353,19033399,human_RBP_eCLIP_ENCODE_608683,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,19058064,19058124,human_RBP_eCLIP_ENCODE_608684,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,19112109,19112160,human_RBP_eCLIP_ENCODE_608685,+,DDX6,eCLIP,K562,ENCODE,4.90722077511627
chr19,19112592,19112659,human_RBP_eCLIP_ENCODE_613630,+,DDX6,eCLIP,K562,ENCODE,3.80511978389296
chr19,19112659,19112723,human_RBP_eCLIP_ENCODE_613631,+,DDX6,eCLIP,K562,ENCODE,4.30825951733495
chr19,19119878,19119963,human_RBP_eCLIP_ENCODE_608686,-,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr19,19137104,19137147,human_RBP_eCLIP_ENCODE_622116,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,19357611,19357664,human_RBP_eCLIP_ENCODE_622117,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr19,19501159,19501201,human_RBP_eCLIP_ENCODE_622118,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,19505353,19505398,human_RBP_eCLIP_ENCODE_608687,+,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr19,19506697,19506750,human_RBP_eCLIP_ENCODE_622119,+,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr19,19628498,19628557,human_RBP_eCLIP_ENCODE_608688,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,19679285,19679361,human_RBP_eCLIP_ENCODE_617282,+,DDX6,eCLIP,HepG2,ENCODE,4.00725354453283
chr19,23324410,23324452,human_RBP_eCLIP_ENCODE_617283,-,DDX6,eCLIP,HepG2,ENCODE,5.21562109990389
chr19,23324688,23324749,human_RBP_eCLIP_ENCODE_617284,-,DDX6,eCLIP,HepG2,ENCODE,4.01631793013681
chr19,23324962,23325014,human_RBP_eCLIP_ENCODE_617285,-,DDX6,eCLIP,HepG2,ENCODE,5.0898727572714
chr19,23928810,23928858,human_RBP_eCLIP_ENCODE_608689,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,23928812,23928869,human_RBP_eCLIP_ENCODE_613632,+,DDX6,eCLIP,K562,ENCODE,5.03695252013292
chr19,28606897,28606922,human_RBP_eCLIP_ENCODE_608690,+,DDX6,eCLIP,K562,ENCODE,5.4560397981538
chr19,29207564,29207665,human_RBP_eCLIP_ENCODE_613633,-,DDX6,eCLIP,K562,ENCODE,4.39634809193329
chr19,29207688,29207745,human_RBP_eCLIP_ENCODE_613634,-,DDX6,eCLIP,K562,ENCODE,4.66183007590508
chr19,32345698,32345782,human_RBP_eCLIP_ENCODE_622120,+,DDX6,eCLIP,HepG2,ENCODE,12.9675138037991
chr19,32354226,32354279,human_RBP_eCLIP_ENCODE_622121,+,DDX6,eCLIP,HepG2,ENCODE,3.18944873542402
chr19,32354270,32354335,human_RBP_eCLIP_ENCODE_617286,+,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr19,32599703,32599733,human_RBP_eCLIP_ENCODE_613635,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr19,32979540,32979585,human_RBP_eCLIP_ENCODE_617287,-,DDX6,eCLIP,HepG2,ENCODE,4.07029810867393
chr19,33300128,33300184,human_RBP_eCLIP_ENCODE_617288,-,DDX6,eCLIP,HepG2,ENCODE,10.0677038453141
chr19,33300134,33300169,human_RBP_eCLIP_ENCODE_622122,-,DDX6,eCLIP,HepG2,ENCODE,5.64013607135494
chr19,33300238,33300286,human_RBP_eCLIP_ENCODE_622123,-,DDX6,eCLIP,HepG2,ENCODE,7.6586153380607
chr19,33300361,33300391,human_RBP_eCLIP_ENCODE_617289,-,DDX6,eCLIP,HepG2,ENCODE,5.0898727572714
chr19,33300938,33300971,human_RBP_eCLIP_ENCODE_617290,-,DDX6,eCLIP,HepG2,ENCODE,5.63957416480209
chr19,33300953,33300974,human_RBP_eCLIP_ENCODE_622124,-,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr19,33301016,33301026,human_RBP_eCLIP_ENCODE_617291,-,DDX6,eCLIP,HepG2,ENCODE,3.0169109376207
chr19,33301955,33301980,human_RBP_eCLIP_ENCODE_622125,-,DDX6,eCLIP,HepG2,ENCODE,4.26933939226396
chr19,33302068,33302087,human_RBP_eCLIP_ENCODE_622126,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr19,33382046,33382104,human_RBP_eCLIP_ENCODE_617292,+,DDX6,eCLIP,HepG2,ENCODE,5.21562109990389
chr19,33459216,33459281,human_RBP_eCLIP_ENCODE_608692,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,33796767,33796800,human_RBP_eCLIP_ENCODE_608693,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,33796850,33796904,human_RBP_eCLIP_ENCODE_608694,+,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr19,33797277,33797333,human_RBP_eCLIP_ENCODE_608695,+,DDX6,eCLIP,K562,ENCODE,4.68198260245994
chr19,34221577,34221638,human_RBP_eCLIP_ENCODE_608696,+,DDX6,eCLIP,K562,ENCODE,5.34788154804877
chr19,34227992,34228029,human_RBP_eCLIP_ENCODE_608697,+,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr19,34229106,34229174,human_RBP_eCLIP_ENCODE_617293,+,DDX6,eCLIP,HepG2,ENCODE,3.47646891343143
chr19,34355291,34355456,human_RBP_eCLIP_ENCODE_613637,+,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr19,34383159,34383188,human_RBP_eCLIP_ENCODE_622127,+,DDX6,eCLIP,HepG2,ENCODE,5.01818528745842
chr19,34383165,34383192,human_RBP_eCLIP_ENCODE_617294,+,DDX6,eCLIP,HepG2,ENCODE,3.0169109376207
chr19,34383384,34383421,human_RBP_eCLIP_ENCODE_622128,+,DDX6,eCLIP,HepG2,ENCODE,5.64013607135494
chr19,34383736,34383770,human_RBP_eCLIP_ENCODE_622129,+,DDX6,eCLIP,HepG2,ENCODE,6.36436055837628
chr19,34383770,34383806,human_RBP_eCLIP_ENCODE_622130,+,DDX6,eCLIP,HepG2,ENCODE,5.61190377400851
chr19,34387462,34387466,human_RBP_eCLIP_ENCODE_608698,+,DDX6,eCLIP,K562,ENCODE,4.36779809540471
chr19,34387961,34388038,human_RBP_eCLIP_ENCODE_608699,+,DDX6,eCLIP,K562,ENCODE,17.9591208754842
chr19,34387962,34388032,human_RBP_eCLIP_ENCODE_613638,+,DDX6,eCLIP,K562,ENCODE,18.0309383778336
chr19,34388138,34388154,human_RBP_eCLIP_ENCODE_608700,+,DDX6,eCLIP,K562,ENCODE,5.34788154804877
chr19,34388523,34388592,human_RBP_eCLIP_ENCODE_613639,+,DDX6,eCLIP,K562,ENCODE,20.1327918698566
chr19,34389324,34389387,human_RBP_eCLIP_ENCODE_622131,+,DDX6,eCLIP,HepG2,ENCODE,6.35102743163556
chr19,34389349,34389455,human_RBP_eCLIP_ENCODE_617295,+,DDX6,eCLIP,HepG2,ENCODE,23.0906258562841
chr19,34389633,34389732,human_RBP_eCLIP_ENCODE_617296,+,DDX6,eCLIP,HepG2,ENCODE,35.7059528386563
chr19,34389639,34389656,human_RBP_eCLIP_ENCODE_622132,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr19,34389654,34389732,human_RBP_eCLIP_ENCODE_608701,+,DDX6,eCLIP,K562,ENCODE,55.2812824631263
chr19,34389675,34389723,human_RBP_eCLIP_ENCODE_613640,+,DDX6,eCLIP,K562,ENCODE,12.7400479400777
chr19,34389680,34389720,human_RBP_eCLIP_ENCODE_622133,+,DDX6,eCLIP,HepG2,ENCODE,10.6928309826993
chr19,34389846,34389863,human_RBP_eCLIP_ENCODE_622134,+,DDX6,eCLIP,HepG2,ENCODE,3.55428108964201
chr19,34389887,34389914,human_RBP_eCLIP_ENCODE_622135,+,DDX6,eCLIP,HepG2,ENCODE,4.23250759332497
chr19,34390307,34390359,human_RBP_eCLIP_ENCODE_613641,+,DDX6,eCLIP,K562,ENCODE,13.691926712832
chr19,34390525,34390570,human_RBP_eCLIP_ENCODE_617297,+,DDX6,eCLIP,HepG2,ENCODE,4.61312914514172
chr19,34390548,34390580,human_RBP_eCLIP_ENCODE_622136,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,34391519,34391569,human_RBP_eCLIP_ENCODE_622137,+,DDX6,eCLIP,HepG2,ENCODE,16.3003616966201
chr19,34399618,34399630,human_RBP_eCLIP_ENCODE_608702,+,DDX6,eCLIP,K562,ENCODE,9.15374950794295
chr19,34399725,34399746,human_RBP_eCLIP_ENCODE_608703,+,DDX6,eCLIP,K562,ENCODE,15.2264987183474
chr19,34399746,34399785,human_RBP_eCLIP_ENCODE_608704,+,DDX6,eCLIP,K562,ENCODE,18.5026694370349
chr19,34400031,34400176,human_RBP_eCLIP_ENCODE_608706,+,DDX6,eCLIP,K562,ENCODE,77.983300861935
chr19,34400156,34400203,human_RBP_eCLIP_ENCODE_613643,+,DDX6,eCLIP,K562,ENCODE,11.1645060150223
chr19,34500137,34500184,human_RBP_eCLIP_ENCODE_622139,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,34645353,34645362,human_RBP_eCLIP_ENCODE_622140,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,34645362,34645394,human_RBP_eCLIP_ENCODE_622141,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,34772883,34772927,human_RBP_eCLIP_ENCODE_622142,-,DDX6,eCLIP,HepG2,ENCODE,5.34046723164773
chr19,34958250,34958298,human_RBP_eCLIP_ENCODE_617298,-,DDX6,eCLIP,HepG2,ENCODE,4.00725354453283
chr19,35023442,35023517,human_RBP_eCLIP_ENCODE_608707,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,35026300,35026397,human_RBP_eCLIP_ENCODE_608708,+,DDX6,eCLIP,K562,ENCODE,4.78292843645508
chr19,35026331,35026419,human_RBP_eCLIP_ENCODE_613644,+,DDX6,eCLIP,K562,ENCODE,3.80511978389296
chr19,35066488,35066531,human_RBP_eCLIP_ENCODE_622143,+,DDX6,eCLIP,HepG2,ENCODE,8.34495660152485
chr19,35066496,35066524,human_RBP_eCLIP_ENCODE_617299,+,DDX6,eCLIP,HepG2,ENCODE,6.10992683552563
chr19,35269575,35269638,human_RBP_eCLIP_ENCODE_613645,+,DDX6,eCLIP,K562,ENCODE,5.79300286767889
chr19,35269601,35269647,human_RBP_eCLIP_ENCODE_608709,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,35269821,35269975,human_RBP_eCLIP_ENCODE_608710,+,DDX6,eCLIP,K562,ENCODE,6.01312901616134
chr19,35272699,35272781,human_RBP_eCLIP_ENCODE_608711,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,35279738,35279805,human_RBP_eCLIP_ENCODE_613646,+,DDX6,eCLIP,K562,ENCODE,4.66183007590508
chr19,35623345,35623469,human_RBP_eCLIP_ENCODE_608713,+,DDX6,eCLIP,K562,ENCODE,5.72103661691447
chr19,35629190,35629257,human_RBP_eCLIP_ENCODE_613647,+,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr19,35637561,35637617,human_RBP_eCLIP_ENCODE_608714,+,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr19,35648368,35648402,human_RBP_eCLIP_ENCODE_608715,+,DDX6,eCLIP,K562,ENCODE,9.30288404208563
chr19,35654635,35654670,human_RBP_eCLIP_ENCODE_608716,+,DDX6,eCLIP,K562,ENCODE,8.30756563614034
chr19,35658599,35658606,human_RBP_eCLIP_ENCODE_613648,+,DDX6,eCLIP,K562,ENCODE,4.39634809193329
chr19,35658655,35658725,human_RBP_eCLIP_ENCODE_608717,+,DDX6,eCLIP,K562,ENCODE,23.9243435664021
chr19,35718321,35718367,human_RBP_eCLIP_ENCODE_622144,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr19,35720089,35720141,human_RBP_eCLIP_ENCODE_613649,+,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr19,35720199,35720242,human_RBP_eCLIP_ENCODE_622145,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr19,35722628,35722709,human_RBP_eCLIP_ENCODE_608718,+,DDX6,eCLIP,K562,ENCODE,4.2271941634787
chr19,35725237,35725309,human_RBP_eCLIP_ENCODE_622146,+,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr19,35738431,35738474,human_RBP_eCLIP_ENCODE_617300,+,DDX6,eCLIP,HepG2,ENCODE,4.07029810867393
chr19,35738735,35738803,human_RBP_eCLIP_ENCODE_613650,+,DDX6,eCLIP,K562,ENCODE,4.66119362195847
chr19,35738789,35738862,human_RBP_eCLIP_ENCODE_608719,+,DDX6,eCLIP,K562,ENCODE,9.85387506643628
chr19,35738803,35738863,human_RBP_eCLIP_ENCODE_613651,+,DDX6,eCLIP,K562,ENCODE,8.85922743843594
chr19,36066913,36066961,human_RBP_eCLIP_ENCODE_608720,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,36238021,36238071,human_RBP_eCLIP_ENCODE_622147,+,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr19,36626730,36626758,human_RBP_eCLIP_ENCODE_622148,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,36694561,36694603,human_RBP_eCLIP_ENCODE_622149,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,36743557,36743639,human_RBP_eCLIP_ENCODE_613652,-,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr19,36743598,36743677,human_RBP_eCLIP_ENCODE_608721,-,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,37635513,37635562,human_RBP_eCLIP_ENCODE_622150,-,DDX6,eCLIP,HepG2,ENCODE,6.32780974881175
chr19,38252324,38252335,human_RBP_eCLIP_ENCODE_613653,-,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr19,38307427,38307466,human_RBP_eCLIP_ENCODE_608724,-,DDX6,eCLIP,K562,ENCODE,7.06183245628854
chr19,38408795,38408969,human_RBP_eCLIP_ENCODE_608725,+,DDX6,eCLIP,K562,ENCODE,6.25343881225727
chr19,38408858,38409011,human_RBP_eCLIP_ENCODE_613655,+,DDX6,eCLIP,K562,ENCODE,8.6089056807737
chr19,38648655,38648707,human_RBP_eCLIP_ENCODE_608726,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,38649372,38649450,human_RBP_eCLIP_ENCODE_617302,+,DDX6,eCLIP,HepG2,ENCODE,6.752025261456
chr19,38650346,38650398,human_RBP_eCLIP_ENCODE_608727,+,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr19,38712826,38712865,human_RBP_eCLIP_ENCODE_622152,+,DDX6,eCLIP,HepG2,ENCODE,4.26933939226396
chr19,38729302,38729349,human_RBP_eCLIP_ENCODE_608728,+,DDX6,eCLIP,K562,ENCODE,7.72243662394408
chr19,38729559,38729603,human_RBP_eCLIP_ENCODE_622153,+,DDX6,eCLIP,HepG2,ENCODE,16.3003616966201
chr19,38729561,38729651,human_RBP_eCLIP_ENCODE_608729,+,DDX6,eCLIP,K562,ENCODE,24.2050451460367
chr19,38729699,38729752,human_RBP_eCLIP_ENCODE_617303,+,DDX6,eCLIP,HepG2,ENCODE,9.81110468692262
chr19,38729700,38729731,human_RBP_eCLIP_ENCODE_622154,+,DDX6,eCLIP,HepG2,ENCODE,5.32198595020629
chr19,38729848,38729892,human_RBP_eCLIP_ENCODE_613656,+,DDX6,eCLIP,K562,ENCODE,5.5723576314305
chr19,38730009,38730040,human_RBP_eCLIP_ENCODE_613657,+,DDX6,eCLIP,K562,ENCODE,4.73459910338093
chr19,38730102,38730148,human_RBP_eCLIP_ENCODE_608730,+,DDX6,eCLIP,K562,ENCODE,9.48168732986315
chr19,38730251,38730298,human_RBP_eCLIP_ENCODE_617304,+,DDX6,eCLIP,HepG2,ENCODE,6.95904182661579
chr19,38730350,38730385,human_RBP_eCLIP_ENCODE_613658,+,DDX6,eCLIP,K562,ENCODE,4.99670580695349
chr19,38730368,38730380,human_RBP_eCLIP_ENCODE_608731,+,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr19,38836492,38836548,human_RBP_eCLIP_ENCODE_608733,-,DDX6,eCLIP,K562,ENCODE,41.9121476248368
chr19,38836508,38836600,human_RBP_eCLIP_ENCODE_622155,-,DDX6,eCLIP,HepG2,ENCODE,28.6672788357109
